
2.061791568994522,1.1542870365083218,[2.06179157],[1.15428704]
3.601136803627014,1.928882122039795,[3.6011368],[1.92888212]
3.597618341445923,1.9257450103759766,[3.59761834],[1.92574501]
3.587362289428711,1.9188282489776611,[3.58736229],[1.91882825]
3.5742887258529663,1.9108667373657227,[3.57428873],[1.91086674]
3.561099648475647,1.9029151797294617,[3.56109965],[1.90291518]
3.5479034185409546,1.8950416445732117,[3.54790342],[1.89504164]
3.534636378288269,1.8871210813522339,[3.53463638],[1.88712108]
3.5213894844055176,1.8792716264724731,[3.52138948],[1.87927163]
3.508001446723938,1.871335208415985,[3.50800145],[1.87133521]
3.4946340322494507,1.8634589314460754,[3.49463403],[1.86345893]
3.481233596801758,1.8555893898010254,[3.4812336],[1.85558939]
3.420048952102661,1.8215426802635193,[3.42004895],[1.82154268]
3.4065345525741577,1.8137251138687134,[3.40653455],[1.81372511]
3.3930423259735107,1.805925726890564,[3.39304233],[1.80592573]
3.379551649093628,1.7981343865394592,[3.37955165],[1.79813439]
3.366061806678772,1.7903539538383484,[3.36606181],[1.79035395]
3.3525019884109497,1.7826111316680908,[3.35250199],[1.78261113]
3.3389973640441895,1.7749011516571045,[3.33899736],[1.77490115]
3.3255656957626343,1.767293393611908,[3.3255657],[1.76729339]
3.312258005142212,1.7597867250442505,[3.31225801],[1.75978673]
3.2990208864212036,1.7523350715637207,[3.29902089],[1.75233507]
3.2857651710510254,1.744899868965149,[3.28576517],[1.74489987]
3.272581696510315,1.737511694431305,[3.2725817],[1.73751169]
3.2594369649887085,1.730172872543335,[3.25943696],[1.73017287]
3.2464102506637573,1.7229014039039612,[3.24641025],[1.7229014]
3.2333343029022217,1.7156267762184143,[3.2333343],[1.71562678]
3.220237612724304,1.7084698677062988,[3.22023761],[1.70846987]
3.207238793373108,1.7012563347816467,[3.20723879],[1.70125633]
3.1942989826202393,1.6941969394683838,[3.19429898],[1.69419694]
3.181336998939514,1.6870179772377014,[3.181337],[1.68701798]
3.168484687805176,1.6799142956733704,[3.16848469],[1.6799143]
3.1557198762893677,1.672866404056549,[3.15571988],[1.6728664]
3.1429299116134644,1.6658097505569458,[3.14292991],[1.66580975]
3.1302961111068726,1.6588286757469177,[3.13029611],[1.65882868]
3.117594003677368,1.6518611311912537,[3.117594],[1.65186113]
3.104962110519409,1.6449336409568787,[3.10496211],[1.64493364]
3.092378258705139,1.6380444765090942,[3.09237826],[1.63804448]
3.079968810081482,1.6312335133552551,[3.07996881],[1.63123351]
3.067388653755188,1.6243515014648438,[3.06738865],[1.6243515]
3.0549356937408447,1.6175643801689148,[3.05493569],[1.61756438]
3.042525053024292,1.6108261942863464,[3.04252505],[1.61082619]
3.0301543474197388,1.604101538658142,[3.03015435],[1.60410154]
3.017898201942444,1.5974496006965637,[3.0178982],[1.5974496]
3.0055742263793945,1.5907732248306274,[3.00557423],[1.59077322]
2.9933416843414307,1.5841387510299683,[2.99334168],[1.58413875]
2.981184482574463,1.5775494575500488,[2.98118448],[1.57754946]
2.9689871072769165,1.5710789561271667,[2.96898711],[1.57107896]
2.9568692445755005,1.5645257234573364,[2.95686924],[1.56452572]
2.944811463356018,1.5580273270606995,[2.94481146],[1.55802733]
2.932811975479126,1.5515575408935547,[2.93281198],[1.55155754]
2.9209046363830566,1.5451087951660156,[2.92090464],[1.5451088]
2.9090356826782227,1.5386810898780823,[2.90903568],[1.53868109]
2.8971633911132812,1.5322496891021729,[2.89716339],[1.53224969]
2.8853436708450317,1.5258970260620117,[2.88534367],[1.52589703]
2.87357234954834,1.5195719599723816,[2.87357235],[1.51957196]
2.861880898475647,1.513296365737915,[2.8618809],[1.51329637]
2.850208878517151,1.507034182548523,[2.85020888],[1.50703418]
2.838630199432373,1.5008276104927063,[2.8386302],[1.50082761]
2.827023983001709,1.494598388671875,[2.82702398],[1.49459839]
2.8155171871185303,1.4883379936218262,[2.81551719],[1.48833799]
2.80401873588562,1.4821717739105225,[2.80401874],[1.48217177]
2.7925870418548584,1.4760406017303467,[2.79258704],[1.4760406]
2.781209349632263,1.4699694514274597,[2.78120935],[1.46996945]
2.769876480102539,1.4639717936515808,[2.76987648],[1.46397179]
2.7585607767105103,1.4579240083694458,[2.75856078],[1.45792401]
2.7473100423812866,1.4518999457359314,[2.74731004],[1.45189995]
2.7360994815826416,1.4459125995635986,[2.73609948],[1.4459126]
2.72514545917511,1.4399316310882568,[2.72514546],[1.43993163]
2.713961958885193,1.4339494705200195,[2.71396196],[1.43394947]
2.702882409095764,1.4280335307121277,[2.70288241],[1.42803353]
2.6919262409210205,1.422182321548462,[2.69192624],[1.42218232]
2.6808794736862183,1.4162899255752563,[2.68087947],[1.41628993]
2.669926643371582,1.4104523062705994,[2.66992664],[1.41045231]
2.6590466499328613,1.4046781063079834,[2.65904665],[1.40467811]
2.648175001144409,1.3988845348358154,[2.648175],[1.39888453]
2.6374279260635376,1.3931466341018677,[2.63742793],[1.39314663]
2.626650333404541,1.3874027729034424,[2.62665033],[1.38740277]
2.6159263849258423,1.3816885948181152,[2.61592638],[1.38168859]
2.6053121089935303,1.3760347366333008,[2.60531211],[1.37603474]
2.594599485397339,1.3702665567398071,[2.59459949],[1.37026656]
2.5839450359344482,1.3645920157432556,[2.58394504],[1.36459202]
2.5733847618103027,1.3589725494384766,[2.57338476],[1.35897255]
2.562874436378479,1.3533812761306763,[2.56287444],[1.35338128]
2.552322745323181,1.3478482961654663,[2.55232275],[1.3478483]
2.5418667793273926,1.3422905206680298,[2.54186678],[1.34229052]
2.5314865112304688,1.3367687463760376,[2.53148651],[1.33676875]
2.521146297454834,1.3312689661979675,[2.5211463],[1.33126897]
2.5108059644699097,1.325895071029663,[2.51080596],[1.32589507]
2.5004957914352417,1.320418357849121,[2.50049579],[1.32041836]
2.4902734756469727,1.314992368221283,[2.49027348],[1.31499237]
2.4800952672958374,1.3095934987068176,[2.48009527],[1.3095935]
2.4699337482452393,1.3043047189712524,[2.46993375],[1.30430472]
2.4597644805908203,1.2989174127578735,[2.45976448],[1.29891741]
2.449690341949463,1.2935725450515747,[2.44969034],[1.29357255]
2.4396804571151733,1.2882572412490845,[2.43968046],[1.28825724]
2.4296951293945312,1.2830684185028076,[2.42969513],[1.28306842]
2.4196908473968506,1.2777584791183472,[2.41969085],[1.27775848]
2.409800887107849,1.2725079655647278,[2.40980089],[1.27250797]
2.399951219558716,1.2672768831253052,[2.39995122],[1.26727688]
2.3901405334472656,1.2620778679847717,[2.39014053],[1.26207787]
2.3803861141204834,1.2569147944450378,[2.38038611],[1.25691479]
2.370630979537964,1.2517442107200623,[2.37063098],[1.25174421]
2.3609613180160522,1.246583878993988,[2.36096132],[1.24658388]
2.3513211011886597,1.2414573431015015,[2.3513211],[1.24145734]
2.341771125793457,1.2363267540931702,[2.34177113],[1.23632675]
2.332163453102112,1.231251060962677,[2.33216345],[1.23125106]
2.322632670402527,1.226203441619873,[2.32263267],[1.22620344]
2.3131375312805176,1.2211723327636719,[2.31313753],[1.22117233]
2.303736686706543,1.2162341475486755,[2.30373669],[1.21623415]
2.2942668199539185,1.211212933063507,[2.29426682],[1.21121293]
2.284889578819275,1.206246942281723,[2.28488958],[1.20624694]
2.2755513191223145,1.201292484998703,[2.27555132],[1.20129248]
2.2662599086761475,1.1964032351970673,[2.26625991],[1.19640324]
2.25698459148407,1.1914913952350616,[2.25698459],[1.1914914]
2.2477567195892334,1.186596840620041,[2.24775672],[1.18659684]
2.23868191242218,1.1817069351673126,[2.23868191],[1.18170694]
2.2295849323272705,1.1768217384815216,[2.22958493],[1.17682174]
2.22045636177063,1.1719769835472107,[2.22045636],[1.17197698]
