Delta_X,Delta_Y,U1
3.063857078552246,1.6293310821056366,"[[3.06385708]
 [1.62933108]]"
3.0572375059127808,1.6279992759227753,"[[3.05723751]
 [1.62799928]]"
3.057485818862915,1.630031406879425,"[[3.05748582]
 [1.63003141]]"
3.050905466079712,1.6286213994026184,"[[3.05090547]
 [1.6286214 ]]"
3.0509995222091675,1.6307250261306763,"[[3.05099952]
 [1.63072503]]"
3.0444267988204956,1.62923002243042,"[[3.0444268 ]
 [1.62923002]]"
3.0441282987594604,1.6316191256046295,"[[3.0441283 ]
 [1.63161913]]"
3.0376009941101074,1.6300245821475983,"[[3.03760099]
 [1.63002458]]"
3.037057876586914,1.6324120163917542,"[[3.03705788]
 [1.63241202]]"
3.030483365058899,1.6307668089866638,"[[3.03048337]
 [1.63076681]]"
3.029682159423828,1.6332494914531708,"[[3.02968216]
 [1.63324949]]"
3.0231428146362305,1.631534069776535,"[[3.02314281]
 [1.63153407]]"
3.0220648050308228,1.634078711271286,"[[3.02206481]
 [1.63407871]]"
3.015543222427368,1.6323038041591644,"[[3.01554322]
 [1.6323038 ]]"
3.014200210571289,1.63484525680542,"[[3.01420021]
 [1.63484526]]"
3.007788896560669,1.6330281496047974,"[[3.0077889 ]
 [1.63302815]]"
3.006145715713501,1.6355836689472198,"[[3.00614572]
 [1.63558367]]"
2.9996297359466553,1.6336763203144073,"[[2.99962974]
 [1.63367632]]"
2.9976625442504883,1.6362630128860474,"[[2.99766254]
 [1.63626301]]"
2.9911890029907227,1.6343107223510742,"[[2.991189  ]
 [1.63431072]]"
2.989023447036743,1.6369047164916992,"[[2.98902345]
 [1.63690472]]"
2.982560634613037,1.6348910331726074,"[[2.98256063]
 [1.63489103]]"
2.980099320411682,1.6374718248844147,"[[2.98009932]
 [1.63747182]]"
2.973716139793396,1.635338455438614,"[[2.97371614]
 [1.63533846]]"
2.9710655212402344,1.637852281332016,"[[2.97106552]
 [1.63785228]]"
2.964630365371704,1.635730117559433,"[[2.96463037]
 [1.63573012]]"
2.961643695831299,1.6382173895835876,"[[2.9616437 ]
 [1.63821739]]"
2.9552388191223145,1.6360624432563782,"[[2.95523882]
 [1.63606244]]"
2.9520219564437866,1.6384795308113098,"[[2.95202196]
 [1.63847953]]"
2.945642590522766,1.6362902522087097,"[[2.94564259]
 [1.63629025]]"
2.9421857595443726,1.6385800242424011,"[[2.94218576]
 [1.63858002]]"
2.9358121156692505,1.6364584565162659,"[[2.93581212]
 [1.63645846]]"
2.932131290435791,1.6387212872505188,"[[2.93213129]
 [1.63872129]]"
2.9257407188415527,1.6364139914512634,"[[2.92574072]
 [1.63641399]]"
2.921910047531128,1.6384872496128082,"[[2.92191005]
 [1.63848725]]"
2.9155908823013306,1.6361724436283112,"[[2.91559088]
 [1.63617244]]"
2.91145122051239,1.6381781101226807,"[[2.91145122]
 [1.63817811]]"
2.9051588773727417,1.6358261108398438,"[[2.90515888]
 [1.63582611]]"
2.900885820388794,1.6377505362033844,"[[2.90088582]
 [1.63775054]]"
2.8946844339370728,1.6353460848331451,"[[2.89468443]
 [1.63534608]]"
2.890227437019348,1.6371502876281738,"[[2.89022744]
 [1.63715029]]"
2.8839170932769775,1.6347062587738037,"[[2.88391709]
 [1.63470626]]"
2.879297971725464,1.6364007890224457,"[[2.87929797]
 [1.63640079]]"
2.873076558113098,1.633953183889389,"[[2.87307656]
 [1.63395318]]"
2.8683260679244995,1.635509192943573,"[[2.86832607]
 [1.63550919]]"
2.862133502960205,1.633033573627472,"[[2.8621335 ]
 [1.63303357]]"
2.857212543487549,1.6344372034072876,"[[2.85721254]
 [1.6344372 ]]"
2.8510547876358032,1.6319440603256226,"[[2.85105479]
 [1.63194406]]"
2.845980405807495,1.6332318186759949,"[[2.84598041]
 [1.63323182]]"
2.8399171829223633,1.6307219862937927,"[[2.83991718]
 [1.63072199]]"
2.8347657918930054,1.6318519413471222,"[[2.83476579]
 [1.63185194]]"
2.8286479711532593,1.629295974969864,"[[2.82864797]
 [1.62929597]]"
2.823400616645813,1.6302788853645325,"[[2.82340062]
 [1.63027889]]"
2.8173270225524902,1.6277084946632385,"[[2.81732702]
 [1.62770849]]"
2.8119958639144897,1.6285412311553955,"[[2.81199586]
 [1.62854123]]"
2.8059470653533936,1.6259567737579346,"[[2.80594707]
 [1.62595677]]"
2.800506830215454,1.6266452372074127,"[[2.80050683]
 [1.62664524]]"
2.7945929765701294,1.6240388453006744,"[[2.79459298]
 [1.62403885]]"
2.789101243019104,1.6246063709259033,"[[2.78910124]
 [1.62460637]]"
2.7830934524536133,1.6219619512557983,"[[2.78309345]
 [1.62196195]]"
2.7775092124938965,1.6224048435688019,"[[2.77750921]
 [1.62240484]]"
2.77153742313385,1.6197618544101715,"[[2.77153742]
 [1.61976185]]"
2.766010880470276,1.6200591623783112,"[[2.76601088]
 [1.62005916]]"
2.760076642036438,1.6174122393131256,"[[2.76007664]
 [1.61741224]]"
2.754369854927063,1.617565929889679,"[[2.75436985]
 [1.61756593]]"
2.748465657234192,1.614892065525055,"[[2.74846566]
 [1.61489207]]"
2.742770791053772,1.6149493753910065,"[[2.74277079]
 [1.61494938]]"
2.7369422912597656,1.6122905313968658,"[[2.73694229]
 [1.61229053]]"
2.731233596801758,1.6122162342071533,"[[2.7312336 ]
 [1.61221623]]"
2.7253888845443726,1.6095091104507446,"[[2.72538888]
 [1.60950911]]"
2.7196741104125977,1.6093083620071411,"[[2.71967411]
 [1.60930836]]"
2.7138571739196777,1.606597900390625,"[[2.71385717]
 [1.6065979 ]]"
2.7081044912338257,1.6062734723091125,"[[2.70810449]
 [1.60627347]]"
2.7023251056671143,1.6035518050193787,"[[2.70232511]
 [1.60355181]]"
2.6965683698654175,1.6031210720539093,"[[2.69656837]
 [1.60312107]]"
2.6908267736434937,1.6004067957401276,"[[2.69082677]
 [1.6004068 ]]"
2.6850523948669434,1.5998669266700745,"[[2.68505239]
 [1.59986693]]"
2.6793006658554077,1.5971289277076721,"[[2.67930067]
 [1.59712893]]"
2.6735204458236694,1.5964942574501038,"[[2.67352045]
 [1.59649426]]"
2.667811155319214,1.5937549471855164,"[[2.66781116]
 [1.59375495]]"
2.6621267795562744,1.5930066406726837,"[[2.66212678]
 [1.59300664]]"
2.656453847885132,1.5902598202228546,"[[2.65645385]
 [1.59025982]]"
2.650628089904785,1.5894163846969604,"[[2.65062809]
 [1.58941638]]"
2.644962787628174,1.5867512226104736,"[[2.64496279]
 [1.58675122]]"
2.6391762495040894,1.5858213305473328,"[[2.63917625]
 [1.58582133]]"
2.6335257291793823,1.5830559134483337,"[[2.63352573]
 [1.58305591]]"
2.627744197845459,1.5820460319519043,"[[2.6277442 ]
 [1.58204603]]"
2.6221489906311035,1.5792860984802246,"[[2.62214899]
 [1.5792861 ]]"
2.6163737773895264,1.578195869922638,"[[2.61637378]
 [1.57819587]]"
2.6108124256134033,1.5754209160804749,"[[2.61081243]
 [1.57542092]]"
2.6050504446029663,1.5742390751838684,"[[2.60505044]
 [1.57423908]]"
2.5995171070098877,1.5714648365974426,"[[2.59951711]
 [1.57146484]]"
2.5937827825546265,1.5702829360961914,"[[2.59378278]
 [1.57028294]]"
2.5881868600845337,1.5674207210540771,"[[2.58818686]
 [1.56742072]]"
2.5823386907577515,1.566077709197998,"[[2.58233869]
 [1.56607771]]"
2.576838493347168,1.5632927417755127,"[[2.57683849]
 [1.56329274]]"
2.5711135864257812,1.5618959963321686,"[[2.57111359]
 [1.561896  ]]"
2.5656445026397705,1.5591063797473907,"[[2.5656445 ]
 [1.55910638]]"
2.5599547624588013,1.557658463716507,"[[2.55995476]
 [1.55765846]]"
2.554518222808838,1.5548786222934723,"[[2.55451822]
 [1.55487862]]"
2.548849105834961,1.5533722341060638,"[[2.54884911]
 [1.55337223]]"
2.5435545444488525,1.5505515038967133,"[[2.54355454]
 [1.5505515 ]]"
2.5379087924957275,1.5489816665649414,"[[2.53790879]
 [1.54898167]]"
2.532497525215149,1.5461698770523071,"[[2.53249753]
 [1.54616988]]"
2.5268843173980713,1.5445387661457062,"[[2.52688432]
 [1.54453877]]"
2.5215213298797607,1.5417465269565582,"[[2.52152133]
 [1.54174653]]"
2.5159292221069336,1.540060132741928,"[[2.51592922]
 [1.54006013]]"
2.510598659515381,1.5372696816921234,"[[2.51059866]
 [1.53726968]]"
2.5050573348999023,1.5355539917945862,"[[2.50505733]
 [1.53555399]]"
2.4997496604919434,1.5327641367912292,"[[2.49974966]
 [1.53276414]]"
2.4941619634628296,1.5309761762619019,"[[2.49416196]
 [1.53097618]]"
2.4889379739761353,1.5281968116760254,"[[2.48893797]
 [1.52819681]]"
2.483412504196167,1.5263725221157074,"[[2.4834125 ]
 [1.52637252]]"
2.478105306625366,1.5235536992549896,"[[2.47810531]
 [1.5235537 ]]"
2.47259783744812,1.5216968655586243,"[[2.47259784]
 [1.52169687]]"
2.4673653841018677,1.5189014077186584,"[[2.46736538]
 [1.51890141]]"
2.461889386177063,1.5169968008995056,"[[2.46188939]
 [1.5169968 ]]"
2.456678867340088,1.5141968131065369,"[[2.45667887]
 [1.51419681]]"
2.4512269496917725,1.5122413635253906,"[[2.45122695]
 [1.51224136]]"
2.4460928440093994,1.509465217590332,"[[2.44609284]
 [1.50946522]]"
2.4406604766845703,1.5074830651283264,"[[2.44066048]
 [1.50748307]]"
2.4354798793792725,1.5046635270118713,"[[2.43547988]
 [1.50466353]]"
2.4300758838653564,1.5026396811008453,"[[2.43007588]
 [1.50263968]]"
2.4249372482299805,1.4998447000980377,"[[2.42493725]
 [1.4998447 ]]"
2.4195715188980103,1.4977963864803314,"[[2.41957152]
 [1.49779639]]"
2.4144848585128784,1.4950002133846283,"[[2.41448486]
 [1.49500021]]"
2.4091426134109497,1.4929274022579193,"[[2.40914261]
 [1.4929274 ]]"
2.4041391611099243,1.490177482366562,"[[2.40413916]
 [1.49017748]]"
2.3988454341888428,1.4880635142326355,"[[2.39884543]
 [1.48806351]]"
2.3937466144561768,1.4852468371391296,"[[2.39374661]
 [1.48524684]]"
2.3883997201919556,1.4830865859985352,"[[2.38839972]
 [1.48308659]]"
2.38336443901062,1.4803048372268677,"[[2.38336444]
 [1.48030484]]"
2.3780511617660522,1.4781293272972107,"[[2.37805116]
 [1.47812933]]"
2.373050808906555,1.4753498435020447,"[[2.37305081]
 [1.47534984]]"
2.3678163290023804,1.473164290189743,"[[2.36781633]
 [1.47316429]]"
2.3629024028778076,1.4704250991344452,"[[2.3629024]
 [1.4704251]]"
2.35772442817688,1.4682240784168243,"[[2.35772443]
 [1.46822408]]"
2.3526978492736816,1.4654187262058258,"[[2.35269785]
 [1.46541873]]"
2.3475369215011597,1.4632046222686768,"[[2.34753692]
 [1.46320462]]"
2.342599868774414,1.4604341983795166,"[[2.34259987]
 [1.4604342 ]]"
2.337468147277832,1.458195060491562,"[[2.33746815]
 [1.45819506]]"
2.3325592279434204,1.455435961484909,"[[2.33255923]
 [1.45543596]]"
2.3274569511413574,1.4531793296337128,"[[2.32745695]
 [1.45317933]]"
2.322575569152832,1.4504214227199554,"[[2.32257557]
 [1.45042142]]"
2.317544937133789,1.4481732249259949,"[[2.31754494]
 [1.44817322]]"
2.3127799034118652,1.445407211780548,"[[2.3127799 ]
 [1.44540721]]"
2.307716131210327,1.4430924654006958,"[[2.30771613]
 [1.44309247]]"
2.3028604984283447,1.4403398036956787,"[[2.3028605]
 [1.4403398]]"
2.2978515625,1.438025414943695,"[[2.29785156]
 [1.43802541]]"
2.2930407524108887,1.435275137424469,"[[2.29304075]
 [1.43527514]]"
2.2880442142486572,1.4329496026039124,"[[2.28804421]
 [1.4329496 ]]"
2.283251404762268,1.4302175641059875,"[[2.2832514 ]
 [1.43021756]]"
2.278293013572693,1.4278880655765533,"[[2.27829301]
 [1.42788807]]"
2.2735953330993652,1.425148755311966,"[[2.27359533]
 [1.42514876]]"
2.2686636447906494,1.4228003323078156,"[[2.26866364]
 [1.42280033]]"
2.2639052867889404,1.4200688898563385,"[[2.26390529]
 [1.42006889]]"
2.259077310562134,1.4176337122917175,"[[2.25907731]
 [1.41763371]]"
2.2543452978134155,1.4149104952812195,"[[2.2543453]
 [1.4149105]]"
2.249436855316162,1.4125275015830994,"[[2.24943686]
 [1.4125275 ]]"
2.2447298765182495,1.4098095297813416,"[[2.24472988]
 [1.40980953]]"
2.239880681037903,1.4074388146400452,"[[2.23988068]
 [1.40743881]]"
2.235215663909912,1.4047338366508484,"[[2.23521566]
 [1.40473384]]"
2.230399429798126,1.4023554921150208,"[[2.23039943]
 [1.40235549]]"
2.2257203459739685,1.3996376395225525,"[[2.22572035]
 [1.39963764]]"
2.220926880836487,1.3972618579864502,"[[2.22092688]
 [1.39726186]]"
2.216290593147278,1.3945616483688354,"[[2.21629059]
 [1.39456165]]"
2.211518406867981,1.3921101093292236,"[[2.21151841]
 [1.39211011]]"
2.206898808479309,1.3894143104553223,"[[2.20689881]
 [1.38941431]]"
2.202078402042389,1.386974960565567,"[[2.2020784 ]
 [1.38697496]]"
2.1975484490394592,1.3843200504779816,"[[2.19754845]
 [1.38432005]]"
2.1928247213363647,1.3819142580032349,"[[2.19282472]
 [1.38191426]]"
2.1882375478744507,1.3792240619659424,"[[2.18823755]
 [1.37922406]]"
2.183543562889099,1.37681645154953,"[[2.18354356]
 [1.37681645]]"
2.178990364074707,1.374140441417694,"[[2.17899036]
 [1.37414044]]"
2.174316108226776,1.3717413544654846,"[[2.17431611]
 [1.37174135]]"
2.169790804386139,1.3690809607505798,"[[2.1697908 ]
 [1.36908096]]"
2.165153741836548,1.3666671812534332,"[[2.16515374]
 [1.36666718]]"
2.1607621908187866,1.3640057146549225,"[[2.16076219]
 [1.36400571]]"
2.1561405658721924,1.3615949749946594,"[[2.15614057]
 [1.36159497]]"
2.151609182357788,1.3589149713516235,"[[2.15160918]
 [1.35891497]]"
2.1470130681991577,1.3564895987510681,"[[2.14701307]
 [1.3564896 ]]"
2.1425387859344482,1.3538598418235779,"[[2.14253879]
 [1.35385984]]"
2.1379604935646057,1.3514438569545746,"[[2.13796049]
 [1.35144386]]"
2.1335044503211975,1.3488136231899261,"[[2.13350445]
 [1.34881362]]"
2.128955900669098,1.346398264169693,"[[2.1289559 ]
 [1.34639826]]"
2.1246291995048523,1.3438142240047455,"[[2.1246292 ]
 [1.34381422]]"
2.120102643966675,1.3414035737514496,"[[2.12010264]
 [1.34140357]]"
2.115626096725464,1.3387547433376312,"[[2.1156261 ]
 [1.33875474]]"
2.111125946044922,1.336336076259613,"[[2.11112595]
 [1.33633608]]"
2.1067323684692383,1.3337268233299255,"[[2.10673237]
 [1.33372682]]"
2.102243661880493,1.331301599740982,"[[2.10224366]
 [1.3313016 ]]"
2.0978728532791138,1.3286952674388885,"[[2.09787285]
 [1.32869527]]"
2.093453347682953,1.326317846775055,"[[2.09345335]
 [1.32631785]]"
2.089211404323578,1.323699176311493,"[[2.0892114 ]
 [1.32369918]]"
2.084758222103119,1.321276068687439,"[[2.08475822]
 [1.32127607]]"
2.0803603529930115,1.3186474442481995,"[[2.08036035]
 [1.31864744]]"
2.0759424567222595,1.3162367939949036,"[[2.07594246]
 [1.31623679]]"
2.071612536907196,1.313645362854004,"[[2.07161254]
 [1.31364536]]"
2.0672128796577454,1.3112330734729767,"[[2.06721288]
 [1.31123307]]"
2.0629257559776306,1.3086609542369843,"[[2.06292576]
 [1.30866095]]"
2.058552861213684,1.3062518239021301,"[[2.05855286]
 [1.30625182]]"
2.0542691946029663,1.303680956363678,"[[2.05426919]
 [1.30368096]]"
2.049879252910614,1.3012500703334808,"[[2.04987925]
 [1.30125007]]"
2.0457246899604797,1.2986684143543243,"[[2.04572469]
 [1.29866841]]"
2.0413321256637573,1.2962300777435303,"[[2.04133213]
 [1.29623008]]"
2.037050724029541,1.293634057044983,"[[2.03705072]
 [1.29363406]]"
2.032732129096985,1.2912299633026123,"[[2.03273213]
 [1.29122996]]"
2.028506278991699,1.2886844277381897,"[[2.02850628]
 [1.28868443]]"
2.024219036102295,1.2862831056118011,"[[2.02421904]
 [1.28628311]]"
2.0200140476226807,1.2837494909763336,"[[2.02001405]
 [1.28374949]]"
2.015737771987915,1.2813551425933838,"[[2.01573777]
 [1.28135514]]"
2.0116279125213623,1.278887391090393,"[[2.01162791]
 [1.27888739]]"
2.0073773860931396,1.2764865159988403,"[[2.00737739]
 [1.27648652]]"
2.003190517425537,1.2739261984825134,"[[2.00319052]
 [1.2739262 ]]"
1.9989603161811829,1.271528422832489,"[[1.99896032]
 [1.27152842]]"
1.994810163974762,1.269007682800293,"[[1.99481016]
 [1.26900768]]"
1.9906006455421448,1.2666194140911102,"[[1.99060065]
 [1.26661941]]"
1.986479938030243,1.2641206085681915,"[[1.98647994]
 [1.26412061]]"
1.982384204864502,1.2616986632347107,"[[1.9823842 ]
 [1.26169866]]"
1.978293538093567,1.2592104077339172,"[[1.97829354]
 [1.25921041]]"
1.9741094708442688,1.2568264603614807,"[[1.97410947]
 [1.25682646]]"
1.9699516892433167,1.254366159439087,"[[1.96995169]
 [1.25436616]]"
1.9658067226409912,1.2519828975200653,"[[1.96580672]
 [1.2519829 ]]"
1.961711049079895,1.249497264623642,"[[1.96171105]
 [1.24949726]]"
1.9575783014297485,1.2471241056919098,"[[1.9575783 ]
 [1.24712411]]"
1.9535233974456787,1.2446507513523102,"[[1.9535234 ]
 [1.24465075]]"
1.9494153261184692,1.2422889471054077,"[[1.94941533]
 [1.24228895]]"
1.9453736543655396,1.2398232817649841,"[[1.94537365]
 [1.23982328]]"
1.9412763118743896,1.2374597489833832,"[[1.94127631]
 [1.23745975]]"
1.9373162984848022,1.2350289523601532,"[[1.9373163 ]
 [1.23502895]]"
1.9332385063171387,1.2326733767986298,"[[1.93323851]
 [1.23267338]]"
1.9292020797729492,1.230198472738266,"[[1.92920208]
 [1.23019847]]"
1.925161898136139,1.2278395891189575,"[[1.9251619 ]
 [1.22783959]]"
1.921182930469513,1.2254019379615784,"[[1.92118293]
 [1.22540194]]"
1.9172586798667908,1.2230323255062103,"[[1.91725868]
 [1.22303233]]"
1.9132919907569885,1.2206111252307892,"[[1.91329199]
 [1.22061113]]"
1.9092299938201904,1.2182550430297852,"[[1.90922999]
 [1.21825504]]"
1.9053568840026855,1.2158831357955933,"[[1.90535688]
 [1.21588314]]"
1.9013497233390808,1.2135469019412994,"[[1.90134972]
 [1.2135469 ]]"
1.8973581194877625,1.211104840040207,"[[1.89735812]
 [1.21110484]]"
1.893381118774414,1.2087768912315369,"[[1.89338112]
 [1.20877689]]"
1.8894473314285278,1.2063572406768799,"[[1.88944733]
 [1.20635724]]"
1.8854939937591553,1.204029768705368,"[[1.88549399]
 [1.20402977]]"
1.8815878629684448,1.2016317546367645,"[[1.88158786]
 [1.20163175]]"
1.8777486085891724,1.1992731988430023,"[[1.87774861]
 [1.1992732 ]]"
1.8738764524459839,1.1969010531902313,"[[1.87387645]
 [1.19690105]]"
1.8699410557746887,1.1945799589157104,"[[1.86994106]
 [1.19457996]]"
1.8661132454872131,1.1922295093536377,"[[1.86611325]
 [1.19222951]]"
1.8622068166732788,1.1899166107177734,"[[1.86220682]
 [1.18991661]]"
1.8583396673202515,1.1875317692756653,"[[1.85833967]
 [1.18753177]]"
1.8544420003890991,1.185243308544159,"[[1.854442  ]
 [1.18524331]]"
1.8506118059158325,1.1828774213790894,"[[1.85061181]
 [1.18287742]]"
1.8467453122138977,1.1805727779865265,"[[1.84674531]
 [1.18057278]]"
1.8429431319236755,1.1782296001911163,"[[1.84294313]
 [1.1782296 ]]"
1.8390923738479614,1.175944745540619,"[[1.83909237]
 [1.17594475]]"
1.8353683948516846,1.1736186146736145,"[[1.83536839]
 [1.17361861]]"
1.8315350413322449,1.1713233590126038,"[[1.83153504]
 [1.17132336]]"
1.8277477622032166,1.1689797043800354,"[[1.82774776]
 [1.1689797 ]]"
1.8240062594413757,1.166741043329239,"[[1.82400626]
 [1.16674104]]"
1.8202351927757263,1.1644107401371002,"[[1.82023519]
 [1.16441074]]"
1.8164178729057312,1.1621137857437134,"[[1.81641787]
 [1.16211379]]"
1.812673270702362,1.159792184829712,"[[1.81267327]
 [1.15979218]]"
1.8089001178741455,1.1575211882591248,"[[1.80890012]
 [1.15752119]]"
1.8051939010620117,1.155208170413971,"[[1.8051939 ]
 [1.15520817]]"
1.8014299273490906,1.1529502868652344,"[[1.80142993]
 [1.15295029]]"
1.7977067828178406,1.1506335735321045,"[[1.79770678]
 [1.15063357]]"
1.7939642071723938,1.1483839750289917,"[[1.79396421]
 [1.14838398]]"
1.7902666926383972,1.1460849046707153,"[[1.79026669]
 [1.1460849 ]]"
1.7865411043167114,1.1438344419002533,"[[1.7865411 ]
 [1.14383444]]"
1.7828514575958252,1.1415410339832306,"[[1.78285146]
 [1.14154103]]"
1.7791804075241089,1.139327049255371,"[[1.77918041]
 [1.13932705]]"
1.7754406929016113,1.137108325958252,"[[1.77544069]
 [1.13710833]]"
1.77170991897583,1.1348540782928467,"[[1.77170992]
 [1.13485408]]"
1.7680439949035645,1.1325727105140686,"[[1.76804399]
 [1.13257271]]"
1.764361321926117,1.1303489208221436,"[[1.76436132]
 [1.13034892]]"
1.7607226371765137,1.1280835270881653,"[[1.76072264]
 [1.12808353]]"
1.757057785987854,1.1258625090122223,"[[1.75705779]
 [1.12586251]]"
1.7534449696540833,1.1236081421375275,"[[1.75344497]
 [1.12360814]]"
1.7497953176498413,1.1213919818401337,"[[1.74979532]
 [1.12139198]]"
1.7462592124938965,1.119069367647171,"[[1.74625921]
 [1.11906937]]"
1.7426267266273499,1.1168532073497772,"[[1.74262673]
 [1.11685321]]"
1.7389912009239197,1.1145743429660797,"[[1.7389912 ]
 [1.11457434]]"
1.735397756099701,1.112393632531166,"[[1.73539776]
 [1.11239363]]"
1.7318182587623596,1.110164299607277,"[[1.73181826]
 [1.1101643 ]]"
1.7282084822654724,1.1079737097024918,"[[1.72820848]
 [1.10797371]]"
1.7246388792991638,1.1057527214288712,"[[1.72463888]
 [1.10575272]]"
1.7210562229156494,1.1035555005073547,"[[1.72105622]
 [1.1035555 ]]"
1.7176376581192017,1.1013614535331726,"[[1.71763766]
 [1.10136145]]"
1.7140693068504333,1.0991834700107574,"[[1.71406931]
 [1.09918347]]"
1.7104931473731995,1.0969540774822235,"[[1.71049315]
 [1.09695408]]"
1.7069453001022339,1.0947828590869904,"[[1.7069453 ]
 [1.09478286]]"
1.703417956829071,1.0925784409046173,"[[1.70341796]
 [1.09257844]]"
1.6999081373214722,1.0904373228549957,"[[1.69990814]
 [1.09043732]]"
1.6964147090911865,1.088246911764145,"[[1.69641471]
 [1.08824691]]"
1.6928818821907043,1.0860883295536041,"[[1.69288188]
 [1.08608833]]"
1.689400315284729,1.0839069187641144,"[[1.68940032]
 [1.08390692]]"
1.685904860496521,1.0817450135946274,"[[1.68590486]
 [1.08174501]]"
1.682480812072754,1.079632505774498,"[[1.68248081]
 [1.07963251]]"
1.679001808166504,1.0774811655282974,"[[1.67900181]
 [1.07748117]]"
1.6755005717277527,1.0752883702516556,"[[1.67550057]
 [1.07528837]]"
1.672027051448822,1.0731481313705444,"[[1.67202705]
 [1.07314813]]"
1.6685803532600403,1.0709857940673828,"[[1.66858035]
 [1.07098579]]"
1.6651557683944702,1.0687760561704636,"[[1.66515577]
 [1.06877606]]"
1.6617252230644226,1.066629335284233,"[[1.66172522]
 [1.06662934]]"
1.6582608222961426,1.0644889324903488,"[[1.65826082]
 [1.06448893]]"
1.6549228429794312,1.0623644441366196,"[[1.65492284]
 [1.06236444]]"
1.6514938473701477,1.0602461695671082,"[[1.65149385]
 [1.06024617]]"
1.6480877995491028,1.0580365657806396,"[[1.6480878 ]
 [1.05803657]]"
1.6446735858917236,1.0559285432100296,"[[1.64467359]
 [1.05592854]]"
1.6412802338600159,1.0537960678339005,"[[1.64128023]
 [1.05379607]]"
1.6378883719444275,1.0516996085643768,"[[1.63788837]
 [1.05169961]]"
1.6345161199569702,1.0495882332324982,"[[1.63451612]
 [1.04958823]]"
1.6311317086219788,1.0474867075681686,"[[1.63113171]
 [1.04748671]]"
1.62778240442276,1.045372650027275,"[[1.6277824 ]
 [1.04537265]]"
1.6244091987609863,1.0432765930891037,"[[1.6244092 ]
 [1.04327659]]"
1.6211680173873901,1.0411581844091415,"[[1.62116802]
 [1.04115818]]"
1.6178061366081238,1.039083942770958,"[[1.61780614]
 [1.03908394]]"
1.6144593954086304,1.036981925368309,"[[1.6144594 ]
 [1.03698193]]"
1.6111218929290771,1.034914642572403,"[[1.61112189]
 [1.03491464]]"
1.6078057885169983,1.0328305661678314,"[[1.60780579]
 [1.03283057]]"
1.604591965675354,1.030747890472412,"[[1.60459197]
 [1.03074789]]"
1.6012919545173645,1.028671383857727,"[[1.60129195]
 [1.02867138]]"
1.5979402661323547,1.0265979766845703,"[[1.59794027]
 [1.02659798]]"
1.5947591066360474,1.024516224861145,"[[1.59475911]
 [1.02451622]]"
1.5914573073387146,1.0224590748548508,"[[1.59145731]
 [1.02245907]]"
1.5881611108779907,1.0203810185194016,"[[1.58816111]
 [1.02038102]]"
1.5848723649978638,1.0183363258838654,"[[1.58487236]
 [1.01833633]]"
1.581613838672638,1.0162682831287384,"[[1.58161384]
 [1.01626828]]"
1.5783386826515198,1.0142463594675064,"[[1.57833868]
 [1.01424636]]"
1.575102984905243,1.0121989995241165,"[[1.57510298]
 [1.012199  ]]"
1.5718446969985962,1.0101816952228546,"[[1.5718447]
 [1.0101817]]"
1.5686262249946594,1.0082693994045258,"[[1.56862622]
 [1.0082694 ]]"
1.565381646156311,1.0062528848648071,"[[1.56538165]
 [1.00625288]]"
1.5621047616004944,1.0041882395744324,"[[1.56210476]
 [1.00418824]]"
1.5588770508766174,1.0021743923425674,"[[1.55887705]
 [1.00217439]]"
1.5556670427322388,1.0001475363969803,"[[1.55566704]
 [1.00014754]]"
1.5524600148200989,0.9981418251991272,"[[1.55246001]
 [0.99814183]]"
1.5492640733718872,0.9961261749267578,"[[1.54926407]
 [0.99612617]]"
1.5460642576217651,0.9941247701644897,"[[1.54606426]
 [0.99412477]]"
1.5428850054740906,0.9921168684959412,"[[1.54288501]
 [0.99211687]]"
1.5396978855133057,0.9901324212551117,"[[1.53969789]
 [0.99013242]]"
1.5365540981292725,0.9881487190723419,"[[1.5365541 ]
 [0.98814872]]"
1.5333778262138367,0.9861696362495422,"[[1.53337783]
 [0.98616964]]"
1.5302156209945679,0.984166145324707,"[[1.53021562]
 [0.98416615]]"
1.527058482170105,0.9822037667036057,"[[1.52705848]
 [0.98220377]]"
1.5239185094833374,0.980213925242424,"[[1.52391851]
 [0.98021393]]"
1.5207681059837341,0.9782519042491913,"[[1.52076811]
 [0.9782519 ]]"
1.517648160457611,0.9762701094150543,"[[1.51764816]
 [0.97627011]]"
1.5145148038864136,0.9743223488330841,"[[1.5145148 ]
 [0.97432235]]"
1.511426031589508,0.9723860919475555,"[[1.51142603]
 [0.97238609]]"
1.5083404779434204,0.9704742729663849,"[[1.50834048]
 [0.97047427]]"
1.505225419998169,0.968499094247818,"[[1.50522542]
 [0.96849909]]"
1.5021024346351624,0.9665205180644989,"[[1.50210243]
 [0.96652052]]"
1.4990184307098389,0.9645620286464691,"[[1.49901843]
 [0.96456203]]"
1.4959253668785095,0.9626189321279526,"[[1.49592537]
 [0.96261893]]"
1.4928556084632874,0.960669681429863,"[[1.49285561]
 [0.96066968]]"
1.489778995513916,0.9587315171957016,"[[1.489779  ]
 [0.95873152]]"
1.4866584539413452,0.9568446129560471,"[[1.48665845]
 [0.95684461]]"
1.4835851788520813,0.9549202173948288,"[[1.48358518]
 [0.95492022]]"
1.4804944396018982,0.9529661387205124,"[[1.48049444]
 [0.95296614]]"
