
Data_X,Data_Y,U_LX,U_LY,VL,VR
2.1436107969932565,-0.8359929170135847,2.1436107969932565,-0.8359929170135847,2.561607255500049,1.7256143384864642
2.1436500033218238,-0.8128616618276763,2.1436500033218238,-0.8128616618276763,2.550080834235662,1.7372191724079857
2.1496276721898933,-0.7747721598112625,2.1496276721898933,-0.7747721598112625,2.5370137520955245,1.762241592284262
2.1442793450835245,-0.7512455930569658,2.1442793450835245,-0.7512455930569658,2.5199021416120075,1.7686565485550416
2.1389671622930218,-0.7275330520077856,2.1389671622930218,-0.7275330520077856,2.5027336882969147,1.7752006362891288
2.1429485412546896,-0.6905388448797851,2.1429485412546896,-0.6905388448797851,2.488217963694582,1.7976791188147971
2.1325302012477643,-0.6661720708332914,2.1325302012477643,-0.6661720708332914,2.46561623666441,1.7994441658311184
2.134762271528689,-0.6311458980575527,2.134762271528689,-0.6311458980575527,2.4503352205574656,1.8191893224999127
2.1231857160174186,-0.6091860621273599,2.1231857160174186,-0.6091860621273599,2.4277787470810983,1.8185926849537386
2.1196174148367284,-0.5907311979019791,2.1196174148367284,-0.5907311979019791,2.414983013787718,1.8242518158857388
2.1161201361263395,-0.5715821327952275,2.1161201361263395,-0.5715821327952275,2.4019112025239533,1.8303290697287258
2.1117590773674624,-0.5550386613923123,2.1117590773674624,-0.5550386613923123,2.3892784080636185,1.8342397466713063
2.1072121140554145,-0.538939085342019,2.1072121140554145,-0.538939085342019,2.376681656726424,1.837742571384405
2.102437158418583,-0.5234391434652023,2.102437158418583,-0.5234391434652023,2.364156730151184,1.8407175866859817
2.097600213882313,-0.5082205236392098,2.097600213882313,-0.5082205236392098,2.351710475701918,1.8434899520627082
2.0922682274583853,-0.4942471028143999,2.0922682274583853,-0.4942471028143999,2.3393917788655854,1.8451446760511854
2.0868705982043334,-0.4805095459638032,2.0868705982043334,-0.4805095459638032,2.327125371186235,1.8466158252224318
2.081313394679777,-0.46716612290438403,2.081313394679777,-0.46716612290438403,2.314896456131969,1.847730333227585
2.0759447568352862,-0.4534426643670257,2.0759447568352862,-0.4534426643670257,2.302666089018799,1.8492234246517734
2.070113219147731,-0.44051700220046935,2.070113219147731,-0.44051700220046935,2.2903717202479656,1.8498547180474965
2.064137764756447,-0.42838498712684847,2.064137764756447,-0.42838498712684847,2.2783302583198712,1.8499452711930229
2.058091458417721,-0.4164680537623105,2.058091458417721,-0.4164680537623105,2.266325485298876,1.8498574315365655
2.051913170433018,-0.40506591912949713,2.051913170433018,-0.40506591912949713,2.2544461299977665,1.8493802108682693
2.0457869762553242,-0.3936655581013506,2.0457869762553242,-0.3936655581013506,2.2426197553059994,1.848954197204649
2.039383618961748,-0.3830300361867993,2.039383618961748,-0.3830300361867993,2.2308986370551476,1.8478686008683485
2.032915457747013,-0.3727409358839302,2.032915457747013,-0.3727409358839302,2.219285925688978,1.846544989805048
2.0263841814931323,-0.36273358350099727,2.0263841814931323,-0.36273358350099727,2.207750973243631,1.8450173897426336
2.0211689931574504,-0.34576430488683885,2.0211689931574504,-0.34576430488683885,2.19405114560087,1.848286840714031
2.015687022435856,-0.32988455747606277,2.015687022435856,-0.32988455747606277,2.1806293011738873,1.8507447436978246
2.010093116698127,-0.3142175525519741,2.010093116698127,-0.3142175525519741,2.167201892974114,1.85298434042214
1.98299924914363,-0.3006398372001547,1.98299924914363,-0.3006398372001547,2.133319167743707,1.8326793305435525
1.9720118433824794,-0.2917083315595329,1.9720118433824794,-0.2917083315595329,2.117866009162246,1.8261576776027129
1.96522335515788,-0.2826714386107697,1.96522335515788,-0.2826714386107697,2.1065590744632647,1.8238876358524951
1.959056314027763,-0.26868169241681983,1.959056314027763,-0.26868169241681983,2.093397160236173,1.8247154678193531
1.9479122126994715,-0.2607322099378175,1.9479122126994715,-0.2607322099378175,2.07827831766838,1.8175461077305628
1.9406799114861448,-0.25394095048645465,1.9406799114861448,-0.25394095048645465,2.067650386729372,1.8137094362429176
1.9337690398218284,-0.24578958272956414,1.9337690398218284,-0.24578958272956414,2.0566638311866106,1.8108742484570464
1.9265517866774284,-0.23964873845003884,1.9265517866774284,-0.23964873845003884,2.046376155902448,1.806727417452409
1.9193891002263752,-0.2335719320968621,1.9193891002263752,-0.2335719320968621,2.036175066274806,1.8026031341779443
1.9128286649610038,-0.22321231149525328,1.9128286649610038,-0.22321231149525328,2.0244348207086302,1.8012225092133771
1.9061247311127008,-0.214419882739713,1.9061247311127008,-0.214419882739713,2.013334672482557,1.7989147897428444
1.8834166206850598,-0.20659682878685007,1.8834166206850598,-0.20659682878685007,1.9867150350784848,1.7801182062916348
1.872384805005698,-0.20074475153049043,1.872384805005698,-0.20074475153049043,1.9727571807709432,1.7720124292404527
1.865352604108229,-0.1950539342205097,1.865352604108229,-0.1950539342205097,1.9628795712184837,1.7678256369979741
1.8585138692839143,-0.1866557693084585,1.8585138692839143,-0.1866557693084585,1.9518417539381434,1.7651859846296851
1.8474978998530889,-0.18138712824709977,1.8474978998530889,-0.18138712824709977,1.9381914639766387,1.756804335729539
1.8406082952333966,-0.17353461689088676,1.8406082952333966,-0.17353461689088676,1.92737560367884,1.7538409867879532
1.8258378867299447,-0.1683285985091531,1.8258378867299447,-0.1683285985091531,1.9100021859845213,1.7416735874753682
1.8186783959445136,-0.16414348099808015,1.8186783959445136,-0.16414348099808015,1.9007501364435537,1.7366066554454735
1.8114278170702967,-0.1604308989485096,1.8114278170702967,-0.1604308989485096,1.8916432665445515,1.7312123675960418
1.8005746839945562,-0.1561697117260077,1.8005746839945562,-0.1561697117260077,1.87865953985756,1.7224898281315524
1.7935971641763175,-0.15235878171242867,1.7935971641763175,-0.15235878171242867,1.8697765550325318,1.7174177733201033
1.7864916117643757,-0.14868098989577358,1.7864916117643757,-0.14868098989577358,1.8608321067122624,1.712151116816489
1.77936248271316,-0.1453012719588343,1.77936248271316,-0.1453012719588343,1.8520131186925772,1.7067118467337428
1.7727219685585822,-0.13861804005244013,1.7727219685585822,-0.13861804005244013,1.8420309885848023,1.7034129485323621
1.7619824173307235,-0.13493890676077183,1.7619824173307235,-0.13493890676077183,1.8294518707111094,1.6945129639503376
1.7549812953971862,-0.131779927236999,1.7549812953971862,-0.131779927236999,1.8208712590156857,1.6890913317786866
1.7482157116139019,-0.1264910452465046,1.7482157116139019,-0.1264910452465046,1.811461234237154,1.6849701889906497
1.7342163389443368,-0.12176627830925343,1.7342163389443368,-0.12176627830925343,1.7950994780989635,1.67333319978971
1.7272824930238,-0.11897678888047264,1.7272824930238,-0.11897678888047264,1.7867708874640362,1.6677940985835638
1.7203229294788527,-0.11622579996141175,1.7203229294788527,-0.11622579996141175,1.7784358294595586,1.6622100294981468
1.7099184759164783,-0.1132537554633749,1.7099184759164783,-0.1132537554633749,1.7665453536481657,1.6532915981847909
1.703184332001291,-0.10919394060760218,1.703184332001291,-0.10919394060760218,1.757781302305092,1.6485873616974898
1.6963112470804553,-0.10666773074002239,1.6963112470804553,-0.10666773074002239,1.7496451124504666,1.642977381710444
1.6894837055241188,-0.10427333843417608,1.6894837055241188,-0.10427333843417608,1.7416203747412067,1.6373470363070308
1.682702620224653,-0.1018840341831071,1.682702620224653,-0.1018840341831071,1.7336446373162064,1.6317606031330993
1.6760544997249742,-0.09921928833005111,1.6760544997249742,-0.09921928833005111,1.7256641438899998,1.6264448555599487
1.6693720169296304,-0.09535392938697712,1.6693720169296304,-0.09535392938697712,1.717048981623119,1.621695052236142
1.6592680110594171,-0.09294366222868405,1.6592680110594171,-0.09294366222868405,1.705739842173759,1.6127961799450752
1.652584262115886,-0.09091804882797583,1.652584262115886,-0.09091804882797583,1.6980432865298738,1.607125237701898
1.6459167687469451,-0.08765456017296008,1.6459167687469451,-0.08765456017296008,1.6897440488334252,1.602089488660465
1.639224077532125,-0.08577047571764429,1.639224077532125,-0.08577047571764429,1.6821093153909472,1.5963388396733027
1.6326093928040861,-0.08381614531601067,1.6326093928040861,-0.08381614531601067,1.6745174654620913,1.590701320146081
1.6226928143046895,-0.08181666882578431,1.6226928143046895,-0.08181666882578431,1.6636011487175817,1.5817844798917973
1.6162421001294698,-0.08002451965414065,1.6162421001294698,-0.08002451965414065,1.65625435995654,1.5762298403023995
1.6096404620075258,-0.07826764369198835,1.6096404620075258,-0.07826764369198835,1.64877428385352,1.5705066401615315
1.6031293574660481,-0.07649107084751183,1.6031293574660481,-0.07649107084751183,1.641374892889804,1.5648838220422923
1.5966248595244175,-0.07495416672474137,1.5966248595244175,-0.07495416672474137,1.6341019428867882,1.5591477761620467
1.5902043078184207,-0.07231607666177065,1.5902043078184207,-0.07231607666177065,1.626362346149306,1.5540462694875354
1.5805860508874916,-0.069491439725961,1.5805860508874916,-0.069491439725961,1.6153317707504722,1.545840331024511
1.570834444333413,-0.06782402973818352,1.570834444333413,-0.06782402973818352,1.6047464592025047,1.5369224294643213
1.564451319212506,-0.06638930096874712,1.564451319212506,-0.06638930096874712,1.5976459696968797,1.5312566687281324
1.558178987589591,-0.06400026132308967,1.558178987589591,-0.06400026132308967,1.590179118251136,1.5261788569280461
1.5485836319878075,-0.06266520703916495,1.5485836319878075,-0.06266520703916495,1.57991623550739,1.517251028468225
1.5422646568612142,-0.06133534767779669,1.5422646568612142,-0.06133534767779669,1.5729323307001124,1.511596983022316
1.5359816109164093,-0.06007860297033685,1.5359816109164093,-0.06007860297033685,1.5660209124015778,1.5059423094312407
1.5298066014527862,-0.05862745191245872,1.5298066014527862,-0.05862745191245872,1.5591203274090155,1.500492875496557
1.5235709390447547,-0.056629301222174355,1.5235709390447547,-0.056629301222174355,1.551885589655842,1.4952562884336675
1.5173664336036334,-0.055440757153975895,1.5173664336036334,-0.055440757153975895,1.5450868121806214,1.4896460550266455
1.5112010612447688,-0.05437539152434845,1.5112010612447688,-0.05437539152434845,1.538388757006943,1.4840133654825947
1.5051368930793707,-0.05332854680132876,1.5051368930793707,-0.05332854680132876,1.531801166480035,1.4784726196787064
1.4990438120347414,-0.052118380050676316,1.4990438120347414,-0.052118380050676316,1.5251030020600795,1.4729846220094032
1.4928374302064042,-0.05074913223400085,1.4928374302064042,-0.05074913223400085,1.5182119963234046,1.4674628640894039
1.4867521593914972,-0.04974348458720845,1.4867521593914972,-0.04974348458720845,1.5116239016851014,1.461880417097893
1.48069906811018,-0.04882863991835146,1.48069906811018,-0.04882863991835146,1.5051133880693557,1.4562847481510042
1.4747439893374388,-0.0479241685300566,1.4747439893374388,-0.0479241685300566,1.498706073602467,1.4507819050724104
1.4687151532824732,-0.04695204561865368,1.4687151532824732,-0.04695204561865368,1.4921911760918,1.4452391304731462
1.4625832704799497,-0.04613621171920734,1.4625832704799497,-0.04613621171920734,1.4856513763395534,1.4395151646203461
1.4566145127839565,-0.045272053294555914,1.4566145127839565,-0.045272053294555914,1.4792505394312345,1.4339784861366784
1.4506852740129579,-0.044392200578891705,1.4506852740129579,-0.044392200578891705,1.4728813743024038,1.428489173723512
1.4447805205357982,-0.04365273719373575,1.4447805205357982,-0.04365273719373575,1.466606889132666,1.4229541519389304
1.4389349294396352,-0.04412549348314759,1.4389349294396352,-0.04412549348314759,1.460997676181209,1.4168721826980615
1.4329884774146262,-0.04326163223107643,1.4329884774146262,-0.04326163223107643,1.4546192935301645,1.411357661299088
1.4271961167264229,-0.04255794690738551,1.4271961167264229,-0.04255794690738551,1.4484750901801156,1.4059171432727302
1.4213496801639558,-0.0417738570712709,1.4213496801639558,-0.0417738570712709,1.4422366086995912,1.4004627516283203
1.4155677030376665,-0.04108148957058827,1.4155677030376665,-0.04108148957058827,1.4361084478229607,1.3950269582523724
1.4099122104400301,-0.039632746373342076,1.4099122104400301,-0.039632746373342076,1.429728583626701,1.3900958372533592
1.4041231445714435,-0.038962347525004604,1.4041231445714435,-0.038962347525004604,1.4236043183339457,1.3846419708089412
1.3984379747477733,-0.03760299268558959,1.3984379747477733,-0.03760299268558959,1.417239471090568,1.3796364784049786
1.386915004475177,-0.036836176593053216,1.386915004475177,-0.036836176593053216,1.4053330927717036,1.3684969161786504
1.3811902392441398,-0.03695511702013554,1.3811902392441398,-0.03695511702013554,1.3996677977542076,1.362712680734072
1.3726744718057993,-0.03630821380498689,1.3726744718057993,-0.03630821380498689,1.3908285787082928,1.3545203649033057
1.3670482275310638,-0.03572696304074496,1.3670482275310638,-0.03572696304074496,1.3849117090514362,1.3491847460106914
1.3614399470533594,-0.03509888451744764,1.3614399470533594,-0.03509888451744764,1.3789893893120833,1.3438905047946355
1.3558697091022083,-0.034479343480051994,1.3558697091022083,-0.034479343480051994,1.3731093808422343,1.3386300373621822
1.350413065282521,-0.03386414343051558,1.350413065282521,-0.03386414343051558,1.3673451369977787,1.3334809935672634
1.3448878768730426,-0.0328755201993442,1.3448878768730426,-0.0328755201993442,1.3613256369727147,1.3284501167733704
1.3367052489618012,-0.03229625225480631,1.3367052489618012,-0.03229625225480631,1.3528533750892044,1.320557122834398
1.328586453147599,-0.031289238626629745,1.328586453147599,-0.031289238626629745,1.344231072460914,1.3129418338342842
1.3230893447167247,-0.030347548835430782,1.3230893447167247,-0.030347548835430782,1.33826311913444,1.3079155702990093
1.317702026045704,-0.02946038563483694,1.317702026045704,-0.02946038563483694,1.3324322188631224,1.3029718332282856
1.3042114422909248,-0.029546552276268123,1.3042114422909248,-0.029546552276268123,1.3189847184290588,1.2894381661527907
1.2988797183428047,-0.029060343962620805,1.2988797183428047,-0.029060343962620805,1.3134098903241151,1.2843495463614942
1.293458475216018,-0.02855868988799748,1.293458475216018,-0.02855868988799748,1.3077378201600167,1.2791791302720195
1.2881329209816479,-0.02811738940681252,1.2881329209816479,-0.02811738940681252,1.3021916156850541,1.2740742262782416
1.2828419122576273,-0.027643374101746332,1.2828419122576273,-0.027643374101746332,1.2966635993085005,1.2690202252067542
1.2776710853911064,-0.026717957016444638,1.2776710853911064,-0.026717957016444638,1.2910300638993286,1.2643121068828842
1.267224206347398,-0.026200690751307043,1.267224206347398,-0.026200690751307043,1.2803245517230515,1.2541238609717444
1.2620249248787043,-0.025824559594999602,1.2620249248787043,-0.025824559594999602,1.2749372046762042,1.2491126450812045
1.2568583418769492,-0.02540899584254644,1.2568583418769492,-0.02540899584254644,1.2695628397982224,1.244153843955676
1.2516852205925564,-0.025923266928748995,1.2516852205925564,-0.025923266928748995,1.264646854056931,1.2387235871281819
1.2465425220728206,-0.025577117566043445,1.2465425220728206,-0.025577117566043445,1.2593310808558422,1.233753963289799
1.2414331009820254,-0.025170593041994455,1.2414331009820254,-0.025170593041994455,1.2540183975030226,1.2288478044610283
1.236370358729699,-0.024817636184750386,1.236370358729699,-0.024817636184750386,1.2487791768220742,1.2239615406373239
1.231306281550101,-0.024473836494434548,1.231306281550101,-0.024473836494434548,1.2435431997973183,1.2190693633028837
1.2262464902425387,-0.023954144749684048,1.2262464902425387,-0.023954144749684048,1.2382235626173808,1.2142694178676967
1.221218749715623,-0.02357544104922618,1.221218749715623,-0.02357544104922618,1.2330064702402361,1.20943102919101
1.2162317050739082,-0.023214010947330138,1.2162317050739082,-0.023214010947330138,1.2278387105475732,1.2046246996002432
1.2112697624152142,-0.022824943989737168,1.2112697624152142,-0.022824943989737168,1.2226822344100827,1.1998572904203457
1.2064231536406258,-0.022871126327730418,1.2064231536406258,-0.022871126327730418,1.217858716804491,1.1949875904767606
1.2014806868815169,-0.022671530624160913,1.2014806868815169,-0.022671530624160913,1.2128164521935973,1.1901449215694364
1.1964387327106984,-0.02234798114517042,1.1964387327106984,-0.02234798114517042,1.2076127232832836,1.1852647421381133
1.1915451478795056,-0.022004687366345255,1.1915451478795056,-0.022004687366345255,1.2025474915626782,1.180542804196333
1.1866834072420955,-0.021670257618346844,1.1866834072420955,-0.021670257618346844,1.197518536051269,1.175848278432922
1.1818825276173603,-0.02213697911296386,1.1818825276173603,-0.02213697911296386,1.1929510171738422,1.1708140380608785
1.1770160048308411,-0.02178548049902279,1.1770160048308411,-0.02178548049902279,1.1879087450803525,1.1661232645813298
1.1697172602900308,-0.02149835766095029,1.1697172602900308,-0.02149835766095029,1.180466439120506,1.1589680814595555
1.1649003545890873,-0.021254968500146132,1.1649003545890873,-0.021254968500146132,1.1755278388391603,1.1542728703390142
1.160130192557437,-0.020972070240834167,1.160130192557437,-0.020972070240834167,1.170616227677854,1.14964415743702
1.155373471749602,-0.020707909156060467,1.155373471749602,-0.020707909156060467,1.1657274263276323,1.1450195171715718
1.1505668004354959,-0.020801470265773864,1.1505668004354959,-0.020801470265773864,1.1609675355683828,1.1401660653026089
1.1435078339060234,-0.02051141807797016,1.1435078339060234,-0.02051141807797016,1.1537635429450084,1.1332521248670384
1.138822039447733,-0.020212148950444903,1.138822039447733,-0.020212148950444903,1.1489281139229555,1.1287159649725107
1.134101551225013,-0.01992685841605496,1.134101551225013,-0.01992685841605496,1.1440649804330405,1.1241381220169855
1.1295381640132844,-0.01962233670050645,1.1295381640132844,-0.01962233670050645,1.1393493323635377,1.1197269956630311
1.1248564854577674,-0.019370676977841922,1.1248564854577674,-0.019370676977841922,1.1345418239466885,1.1151711469688463
1.1202481256128205,-0.01910111783278462,1.1202481256128205,-0.01910111783278462,1.1297986845292127,1.1106975666964283
1.115680195531701,-0.018812712727678066,1.115680195531701,-0.018812712727678066,1.1250865518955402,1.106273839167862
1.1111785528502502,-0.01846540624681825,1.1111785528502502,-0.01846540624681825,1.1204112559736594,1.101945849726841
1.1065748632180046,-0.018211451354705227,1.1065748632180046,-0.018211451354705227,1.1156805888953572,1.097469137540652
1.10201813197373,-0.017857507692291552,1.10201813197373,-0.017857507692291552,1.1109468858198759,1.0930893781275843
1.0975031032104399,-0.017545671247094885,1.0975031032104399,-0.017545671247094885,1.1062759388339873,1.0887302675868924
1.0930244138472387,-0.017271705054767633,1.0930244138472387,-0.017271705054767633,1.1016602663746224,1.084388561319855
1.088561103661708,-0.017016160792515028,1.088561103661708,-0.017016160792515028,1.0970691840579656,1.0800530232654504
1.08412812976166,-0.016691539571834363,1.08412812976166,-0.016691539571834363,1.0924738995475773,1.0757823599757428
1.0797417062460262,-0.01636793824260832,1.0797417062460262,-0.01636793824260832,1.0879256753673303,1.071557737124722
1.0752368589276664,-0.016126003692628677,1.0752368589276664,-0.016126003692628677,1.0832998607739808,1.067173857081352
1.0708337402731494,-0.01591928669941539,1.0708337402731494,-0.01591928669941539,1.0787933836228571,1.0628740969234416
1.0665630457691153,-0.015731026801177855,1.0665630457691153,-0.015731026801177855,1.0744285591697043,1.0586975323685264
1.06215379072265,-0.015495418543212458,1.06215379072265,-0.015495418543212458,1.0699014999942562,1.0544060814510436
1.057921905556135,-0.015077584054043941,1.057921905556135,-0.015077584054043941,1.065460697583157,1.050383113529113
1.0535590715330208,-0.014855678181262516,1.0535590715330208,-0.014855678181262516,1.060986910623652,1.0461312324423895
1.04925612323083,-0.014682920460135584,1.04925612323083,-0.014682920460135584,1.0565975834608978,1.041914663000762
1.0449790472611804,-0.01451490740150882,1.0449790472611804,-0.01451490740150882,1.0522365009619348,1.037721593560426
1.040708837866563,-0.014315647309088353,1.040708837866563,-0.014315647309088353,1.0478666615211072,1.0335510142120188
1.0364629566978438,-0.014110133975243827,1.0364629566978438,-0.014110133975243827,1.0435180236854658,1.029407889710222
1.032174538581198,-0.013812743948042078,1.032174538581198,-0.013812743948042078,1.039080910555219,1.025268166607177
1.0279126532612892,-0.013584148544545954,1.0279126532612892,-0.013584148544545954,1.0347047275335621,1.0211205789890163
1.0237061740318782,-0.013432549071113686,1.0237061740318782,-0.013432549071113686,1.0304224485674351,1.0169898994963213
1.019527571747797,-0.013244096239990455,1.019527571747797,-0.013244096239990455,1.0261496198677922,1.0129055236278017
1.0133341178064619,-0.013105022347964373,1.0133341178064619,-0.013105022347964373,1.019886628980444,1.0067816066324797
1.0091579574252154,-0.01294270729120231,1.0091579574252154,-0.01294270729120231,1.0156293110708166,1.0026866037796143
1.0051254907539484,-0.012700509334068966,1.0051254907539484,-0.012700509334068966,1.0114757454209828,0.998775236086914
1.0009909109151007,-0.012521451750064527,1.0009909109151007,-0.012521451750064527,1.007251636790133,0.9947301850400685
0.9968877683302598,-0.012370045599536666,0.9968877683302598,-0.012370045599536666,1.0030727911300281,0.9907027455304915
0.9929015415579042,-0.012252720304552822,0.9929015415579042,-0.012252720304552822,0.9990279017101806,0.9867751814056278
0.988819610213435,-0.012116329700996908,0.988819610213435,-0.012116329700996908,0.9948777750639335,0.9827614453629365
0.9847807969972835,-0.011978447272184528,0.9847807969972835,-0.011978447272184528,0.9907700206333757,0.9787915733611913
0.9808260974075372,-0.012511604864427567,0.9808260974075372,-0.012511604864427567,0.987081899839751,0.9745702949753234
0.976733766634168,-0.012293360737091474,0.976733766634168,-0.012293360737091474,0.9828804470027137,0.9705870862656223
0.9727374658263198,-0.012105137081067502,0.9727374658263198,-0.012105137081067502,0.9787900343668535,0.9666848972857861
0.9687686467768438,-0.011927077460067576,0.9687686467768438,-0.011927077460067576,0.9747321855068776,0.9628051080468101
0.9648151931808562,-0.011750009178372295,0.9648151931808562,-0.011750009178372295,0.9706901977700423,0.9589401885916701
0.9608715244576682,-0.011596834419535296,0.9608715244576682,-0.011596834419535296,0.9666699416674358,0.9550731072479006
0.9570205424914465,-0.011354004135131046,0.9570205424914465,-0.011354004135131046,0.962697544559012,0.951343540423881
0.9530767936927902,-0.010801397073860936,0.9530767936927902,-0.010801397073860936,0.9584774922297207,0.9476760951558597
0.949177342364736,-0.010641505790378508,0.949177342364736,-0.010641505790378508,0.9544980952599253,0.9438565894695468
0.9453034892648429,-0.01050003336144964,0.9453034892648429,-0.01050003336144964,0.9505535059455676,0.9400534725841181
0.9414490059231951,-0.010308305367849213,0.9414490059231951,-0.010308305367849213,0.9466031586071197,0.9362948532392705
0.9376746357104646,-0.010140544219448266,0.9376746357104646,-0.010140544219448266,0.9427449078201887,0.9326043636007405
0.9338305042370301,-0.009793925991292363,0.9338305042370301,-0.009793925991292363,0.9387274672326762,0.9289335412413839
0.9263250360199782,-0.009620329997270916,0.9263250360199782,-0.009620329997270916,0.9311352010186136,0.9215148710213428
0.9224681098833222,-0.009486639227007015,0.9224681098833222,-0.009486639227007015,0.9272114294968257,0.9177247902698187
0.9186858107743798,-0.009367827400188822,0.9186858107743798,-0.009367827400188822,0.9233697244744743,0.9140018970742854
0.9149502709862373,-0.008712916014392447,0.9149502709862373,-0.008712916014392447,0.9193067289934335,0.9105938129790411
0.909327822407907,-0.008610723537328363,0.909327822407907,-0.008610723537328363,0.9136331841765711,0.9050224606392429
0.9055940331692904,-0.008479811785234243,0.9055940331692904,-0.008479811785234243,0.9098339390619076,0.9013541272766733
0.9020096905254543,-0.008468453066632603,0.9020096905254543,-0.008468453066632603,0.9062439170587706,0.897775463992138
0.8981767027261356,-0.008395100175959874,0.8981767027261356,-0.008395100175959874,0.9023742528141155,0.8939791526381556
0.8944866829181705,-0.008248960091505497,0.8944866829181705,-0.008248960091505497,0.8986111629639232,0.8903622028724177
0.8871690324967545,-0.008068756560647455,0.8871690324967545,-0.008068756560647455,0.8912034107770782,0.8831346542164308
0.8835309997014892,-0.00796122442807376,0.8835309997014892,-0.00796122442807376,0.8875116119155261,0.8795503874874523
0.8798494942700771,-0.007590614625340386,0.8798494942700771,-0.007590614625340386,0.8836448015827473,0.8760541869574069
0.8762221279552016,-0.0074732026221893955,0.8762221279552016,-0.0074732026221893955,0.8799587292662963,0.872485526644107
0.8726275114479929,-0.0074159472463186105,0.8726275114479929,-0.0074159472463186105,0.8763354850711522,0.8689195378248336
0.8690649862775489,-0.0072478417860276645,0.8690649862775489,-0.0072478417860276645,0.8726889071705628,0.865441065384535
0.861964838926969,-0.007163716374545659,0.861964838926969,-0.007163716374545659,0.8655466971142418,0.8583829807396961
0.8585461247357393,-0.007096614124784989,0.8585461247357393,-0.007096614124784989,0.8620944317981318,0.8549978176733468
0.8549769112073233,-0.007001215356329721,0.8549769112073233,-0.007001215356329721,0.8584775188854882,0.8514763035291585
0.8514640383924661,-0.006894601981654952,0.8514640383924661,-0.006894601981654952,0.8549113393832936,0.8480167374016386
0.8462315515231631,-0.006826146515401255,0.8462315515231631,-0.006826146515401255,0.8496446247808638,0.8428184782654624
0.8427564100233504,-0.007400533577062968,0.8427564100233504,-0.007400533577062968,0.846456676811882,0.8390561432348189
0.8393004940935406,-0.007194284997269124,0.8393004940935406,-0.007194284997269124,0.8428976365921751,0.835703351594906
0.11365783517408323,-2.080289881944775,0.11365783517408323,-2.080289881944775,1.1538027761464709,-0.9264871057983043
-1.4547855001744474,-2.6410306036564135,-1.4547855001744474,-2.6410306036564135,-0.13427019834624065,-2.775300802002654
-1.4041443026232452,-2.66633031973946,-1.4041443026232452,-2.66633031973946,-0.07097914275351513,-2.7373094624929752
-1.3307443855671186,-2.698591472718685,-1.3307443855671186,-2.698591472718685,0.01855135079222392,-2.680040121926461
-1.257860492464447,-2.728117018465727,-1.257860492464447,-2.728117018465727,0.10619801676841645,-2.6219190016973104
-1.1847606333451002,-2.7556130071899503,-1.1847606333451002,-2.7556130071899503,0.19304587024987496,-2.5625671369400753
-1.1092682364820263,-2.7820097377215527,-1.1092682364820263,-2.7820097377215527,0.28173663237875,-2.500273105342803
