
Data_X,Data_Y,Angle,Label_X,Label_Y
-1.7542091344873663,1.853164100151318,3.106522674530492,-1.7542091344873663,1.853164100151318
-1.75427338493992,1.8531149642199611,3.1064997583230385,-1.75427338493992,1.8531149642199611
-1.754268195443371,1.853119053703,3.106500659121773,-1.754268195443371,1.853119053703
-1.7542758519185462,1.8531094512334685,3.106493509531418,-1.7542758519185462,1.8531094512334685
-1.7543030656308185,1.8530845904448054,3.106477345390592,-1.7543030656308185,1.8530845904448054
-1.754345233251946,1.853037983301969,3.1064511963677743,-1.754345233251946,1.853037983301969
-1.754468831282547,1.852910944654643,3.1063788119832885,-1.754468831282547,1.852910944654643
-1.7545886203943075,1.852786969588074,3.106307425212855,-1.7545886203943075,1.852786969588074
-1.7546773634381343,1.8526947068841766,3.106255014463854,-1.7546773634381343,1.8526947068841766
-1.754708938458497,1.8526613952261293,3.1062342953561113,-1.754708938458497,1.8526613952261293
-1.754721488426223,1.852648062863013,3.1062245821686436,-1.754721488426223,1.852648062863013
-1.7547532402093509,1.8526172867077313,3.106206215645469,-1.7547532402093509,1.8526172867077313
-1.7547867970477637,1.8525790928365138,3.1061848376814867,-1.7547867970477637,1.8525790928365138
-1.7548140287700007,1.852553403820463,3.1061683646892324,-1.7548140287700007,1.852553403820463
-1.7548285714254384,1.8525359554058065,3.1061567866115136,-1.7548285714254384,1.8525359554058065
-1.754840246764833,1.852524281191857,3.1061472956798384,-1.754840246764833,1.852524281191857
-1.7548514580350247,1.8525119252070716,3.1061390156354243,-1.7548514580350247,1.8525119252070716
-1.754876021638795,1.8524865234466732,3.1061245639070774,-1.754876021638795,1.8524865234466732
-1.7549077320971587,1.8524535685320225,3.1061053672779795,-1.7549077320971587,1.8524535685320225
-1.7549293602914389,1.852429742454931,3.1060909043845544,-1.7549293602914389,1.852429742454931
-1.7549533436690998,1.8524024188931139,3.1060746324576707,-1.7549533436690998,1.8524024188931139
-1.754962942417035,1.8523967681343685,3.1060683464928815,-1.754962942417035,1.8523967681343685
-1.7549581654951567,1.8524048388632415,3.106068327866741,-1.7549581654951567,1.8524048388632415
-1.7549636774079156,1.8523955800635303,3.106061196937528,-1.7549636774079156,1.8523955800635303
-1.7549771411644093,1.8523862271940381,3.106049693337168,-1.7549771411644093,1.8523862271940381
-1.7549635792857048,1.852405086795819,3.106052204819784,-1.7549635792857048,1.852405086795819
-1.7549823539370375,1.8523900177668877,3.106038382225992,-1.7549823539370375,1.8523900177668877
-1.7549966086594682,1.8523799102713934,3.106026342607904,-1.7549966086594682,1.8523799102713934
-1.7550122419189644,1.8523690139851623,3.1060147831637517,-1.7550122419189644,1.8523690139851623
-1.7550235114622905,1.8523617429760568,3.106005772464451,-1.7550235114622905,1.8523617429760568
-1.7550438826000359,1.8523413181160975,3.105993368057543,-1.7550438826000359,1.8523413181160975
-1.7550739059847558,1.8523085242973298,3.105974197567112,-1.7550739059847558,1.8523085242973298
-1.7550781852406978,1.8522999532854465,3.105967271341565,-1.7550781852406978,1.8522999532854465
-1.7550823160618583,1.8522928596384265,3.1059602632343872,-1.7550823160618583,1.8522928596384265
-1.7550926892712195,1.852277175809853,3.1059503491238503,-1.7550926892712195,1.852277175809853
-1.7551109134989926,1.8522615345301694,3.10593963729092,-1.7551109134989926,1.8522615345301694
-1.7551881453915952,1.8521791955646842,3.105892661596345,-1.7551881453915952,1.8521791955646842
-1.7552185165363934,1.8521470824207564,3.105871607569665,-1.7552185165363934,1.8521470824207564
-1.7552136548007031,1.8521477738929681,3.105870748803412,-1.7552136548007031,1.8521477738929681
-1.7552322243353513,1.852131489528939,3.10585722771975,-1.7552322243353513,1.852131489528939
-1.7552337617837213,1.852131682064632,3.105854372725688,-1.7552337617837213,1.852131682064632
-1.7552469866635574,1.8521150683052654,3.105843792275613,-1.7552469866635574,1.8521150683052654
-1.7552624873224236,1.8520992972618937,3.1058318521473116,-1.7552624873224236,1.8520992972618937
-1.7551827414165202,1.8521674894298596,3.105869055135608,-1.7551827414165202,1.8521674894298596
-1.7551074080088753,1.8522321720097474,3.105903887068574,-1.7551074080088753,1.8522321720097474
-1.7550982494882181,1.852245741862387,3.1059069606028182,-1.7550982494882181,1.852245741862387
-1.7551347581307264,1.8522081881627885,3.1058839087845818,-1.7551347581307264,1.8522081881627885
-1.7552504456986653,1.8520886664485652,3.1058164039663687,-1.7552504456986653,1.8520886664485652
-1.7553071034428636,1.852029809279957,3.1057822273092066,-1.7553071034428636,1.852029809279957
-1.7553886258050149,1.8519468236223509,3.105733304884332,-1.7553886258050149,1.8519468236223509
-1.7554335726263037,1.8518926526247803,3.1057008442162033,-1.7554335726263037,1.8518926526247803
-1.755427425462524,1.8518908844964597,3.1056979009244694,-1.755427425462524,1.8518908844964597
-1.7554101050634499,1.851895462635429,3.1056990426650044,-1.7554101050634499,1.851895462635429
-1.755384389738123,1.8519145635441492,3.105709169958337,-1.755384389738123,1.8519145635441492
-1.7553735745116077,1.8519210426911987,3.105711045969781,-1.7553735745116077,1.8519210426911987
-1.7554340512103133,1.8518558816750488,3.105673679316573,-1.7554340512103133,1.8518558816750488
-1.755481609164196,1.851803575840138,3.105643050020996,-1.755481609164196,1.851803575840138
-1.755519639143063,1.8517629014334247,3.1056180813402325,-1.755519639143063,1.8517629014334247
-1.7555499169814899,1.8517327239632047,3.1055993044455366,-1.7555499169814899,1.8517327239632047
-1.7555486073864475,1.851730539323803,3.1055957580888176,-1.7555486073864475,1.851730539323803
-1.7555434791384275,1.8517341102380944,3.1055953263454827,-1.7555434791384275,1.8517341102380944
-1.7555577592683107,1.8517203233215216,3.1055857722684337,-1.7555577592683107,1.8517203233215216
-1.7555804341887602,1.8516962727320803,3.1055714854868315,-1.7555804341887602,1.8516962727320803
-1.7555845891256463,1.8516892458658014,3.1055652591311502,-1.7555845891256463,1.8516892458658014
-1.7554850983302646,1.8517833164364497,3.1056143887712535,-1.7554850983302646,1.8517833164364497
-1.7553844144164887,1.851879418757348,3.105664628691753,-1.7553844144164887,1.851879418757348
-1.7552864980184892,1.85196881767376,3.105712656657674,-1.7552864980184892,1.85196881767376
-1.755264619859822,1.8519917736507379,3.105723312551309,-1.755264619859822,1.8519917736507379
-1.7552745494109228,1.8519775884948508,3.105714700235586,-1.7552745494109228,1.8519775884948508
-1.7552475096056825,1.8520011248139416,3.1057260846172556,-1.7552475096056825,1.8520011248139416
-1.7552293988440264,1.852016818394398,3.1057318494286714,-1.7552293988440264,1.852016818394398
-1.7552426916042738,1.852000387074388,3.10572070695525,-1.7552426916042738,1.852000387074388
-1.7552452872757551,1.8519969620787375,3.1057148491191544,-1.7552452872757551,1.8519969620787375
-1.7552098154867974,1.8520305507058494,3.1057307002720296,-1.7552098154867974,1.8520305507058494
-1.7551486104188971,1.8520846122902657,3.1057582698431743,-1.7551486104188971,1.8520846122902657
