
Data_X,Data_Y,Label_X,Label_Y
2.856709837913513,1.5079889297485352,[2.85670984],[1.50798893]
2.8450785875320435,1.5017187595367432,[2.84507859],[1.50171876]
2.833504557609558,1.495469331741333,[2.83350456],[1.49546933]
2.821988344192505,1.4892409443855286,[2.82198834],[1.48924094]
2.810431480407715,1.483002483844757,[2.81043148],[1.48300248]
2.7990610599517822,1.476847529411316,[2.79906106],[1.47684753]
2.787663698196411,1.470683515071869,[2.7876637],[1.47068352]
2.776308536529541,1.4645646214485168,[2.77630854],[1.46456462]
2.7650128602981567,1.4584414958953857,[2.76501286],[1.4584415]
2.7537364959716797,1.452372968196869,[2.7537365],[1.45237297]
2.742518663406372,1.446339726448059,[2.74251866],[1.44633973]
2.7313438653945923,1.440347969532013,[2.73134387],[1.44034797]
2.720260739326477,1.4344072341918945,[2.72026074],[1.43440723]
2.70912504196167,1.428435206413269,[2.70912504],[1.42843521]
2.698075294494629,1.422515869140625,[2.69807529],[1.42251587]
2.6870819330215454,1.41661137342453,[2.68708193],[1.41661137]
2.676145553588867,1.4107399582862854,[2.67614555],[1.41073996]
2.665274143218994,1.4049245119094849,[2.66527414],[1.40492451]
2.6543424129486084,1.399065613746643,[2.65434241],[1.39906561]
2.643500804901123,1.3932711482048035,[2.6435008],[1.39327115]
2.6327948570251465,1.3875265717506409,[2.63279486],[1.38752657]
2.62203586101532,1.3817888498306274,[2.62203586],[1.38178885]
2.611329436302185,1.3760642409324646,[2.61132944],[1.37606424]
2.600677490234375,1.3703827261924744,[2.60067749],[1.37038273]
2.590097665786743,1.3647748231887817,[2.59009767],[1.36477482]
2.5794862508773804,1.3591267466545105,[2.57948625],[1.35912675]
2.568948745727539,1.3535063862800598,[2.56894875],[1.35350639]
2.558455228805542,1.347927212715149,[2.55845523],[1.34792721]
2.5480093955993652,1.3423606753349304,[2.5480094],[1.34236068]
2.5376198291778564,1.3368493914604187,[2.53761983],[1.33684939]
2.5272361040115356,1.331319510936737,[2.5272361],[1.33131951]
2.5169883966445923,1.3258724808692932,[2.5169884],[1.32587248]
2.50665819644928,1.320372462272644,[2.5066582],[1.32037246]
2.496458888053894,1.314925193786621,[2.49645889],[1.31492519]
2.486220121383667,1.3094831705093384,[2.48622012],[1.30948317]
2.4760665893554688,1.3040704727172852,[2.47606659],[1.30407047]
2.4659560918807983,1.2986937761306763,[2.46595609],[1.29869378]
2.455991744995117,1.2933435440063477,[2.45599174],[1.29334354]
2.4459152221679688,1.2880750894546509,[2.44591522],[1.28807509]
2.435919404029846,1.2827624082565308,[2.4359194],[1.28276241]
2.425981044769287,1.2774816751480103,[2.42598104],[1.27748168]
2.416081666946411,1.2722176313400269,[2.41608167],[1.27221763]
2.406224012374878,1.2670658826828003,[2.40622401],[1.26706588]
2.396395683288574,1.261848270893097,[2.39639568],[1.26184827]
2.386610507965088,1.2566409707069397,[2.38661051],[1.25664097]
2.376868486404419,1.2514577507972717,[2.37686849],[1.25145775]
2.3671844005584717,1.246302306652069,[2.3671844],[1.24630231]
2.357510209083557,1.241167962551117,[2.35751021],[1.24116796]
2.347961187362671,1.2361202239990234,[2.34796119],[1.23612022]
2.338312268257141,1.2309937477111816,[2.33831227],[1.23099375]
2.3288021087646484,1.2259316444396973,[2.32880211],[1.22593164]
2.3192734718322754,1.2208698987960815,[2.31927347],[1.2208699]
2.3098111152648926,1.215841293334961,[2.30981112],[1.21584129]
2.3003774881362915,1.210835874080658,[2.30037749],[1.21083587]
2.290971040725708,1.2059314250946045,[2.29097104],[1.20593143]
2.281550884246826,1.200916051864624,[2.28155088],[1.20091605]
2.2722283601760864,1.1959534287452698,[2.27222836],[1.19595343]
2.2629523277282715,1.19102144241333,[2.26295233],[1.19102144]
2.2537198066711426,1.186220794916153,[2.25371981],[1.18622079]
2.2444489002227783,1.181313157081604,[2.2444489],[1.18131316]
2.235281825065613,1.1764430701732635,[2.23528183],[1.17644307]
2.226152539253235,1.1716003119945526,[2.22615254],[1.17160031]
2.2170604467391968,1.1667717099189758,[2.21706045],[1.16677171]
2.20802640914917,1.161941260099411,[2.20802641],[1.16194126]
2.1991060972213745,1.1571097671985626,[2.1991061],[1.15710977]
2.1900932788848877,1.1523204445838928,[2.19009328],[1.15232044]
2.1811370849609375,1.14757639169693,[2.18113708],[1.14757639]
2.172321915626526,1.1428186893463135,[2.17232192],[1.14281869]
2.1634278297424316,1.1381075084209442,[2.16342783],[1.13810751]
2.1545894145965576,1.133433848619461,[2.15458941],[1.13343385]
2.145788073539734,1.1287766098976135,[2.14578807],[1.12877661]
2.1370943784713745,1.1241284310817719,[2.13709438],[1.12412843]
2.1284161806106567,1.1194591522216797,[2.12841618],[1.11945915]
2.1196852922439575,1.1148479580879211,[2.11968529],[1.11484796]
2.111008644104004,1.1102435886859894,[2.11100864],[1.11024359]
2.1023566722869873,1.1057837009429932,[2.10235667],[1.1057837]
2.0936917066574097,1.1012080907821655,[2.09369171],[1.10120809]
2.0851216316223145,1.0966707468032837,[2.08512163],[1.09667075]
2.0765929222106934,1.0921649932861328,[2.07659292],[1.09216499]
2.0681121349334717,1.087696135044098,[2.06811213],[1.08769614]
2.0595678091049194,1.0832865834236145,[2.05956781],[1.08328658]
2.051189661026001,1.0788756906986237,[2.05118966],[1.07887569]
2.042757272720337,1.074436366558075,[2.04275727],[1.07443637]
2.034410834312439,1.070020169019699,[2.03441083],[1.07002017]
2.026095449924469,1.0656270384788513,[2.02609545],[1.06562704]
2.0178191661834717,1.0612384974956512,[2.01781917],[1.0612385]
2.0095441341400146,1.0569895505905151,[2.00954413],[1.05698955]
2.0012466311454773,1.0526157915592194,[2.00124663],[1.05261579]
1.9930596351623535,1.0483078062534332,[1.99305964],[1.04830781]
1.9848392009735107,1.044082373380661,[1.9848392],[1.04408237]
1.9766942262649536,1.0397879481315613,[1.97669423],[1.03978795]
1.9686108827590942,1.035546898841858,[1.96861088],[1.0355469]
1.960565209388733,1.0313039124011993,[1.96056521],[1.03130391]
1.9525148272514343,1.0272635221481323,[1.95251483],[1.02726352]
1.9443772435188293,1.02297705411911,[1.94437724],[1.02297705]
1.9364177584648132,1.0187740921974182,[1.93641776],[1.01877409]
1.9285014271736145,1.0145978927612305,[1.92850143],[1.01459789]
1.920626938343048,1.0104471147060394,[1.92062694],[1.01044711]
1.9128812551498413,1.0062836408615112,[1.91288126],[1.00628364]
1.905084490776062,1.0022222101688385,[1.90508449],[1.00222221]
1.897259771823883,0.9981021881103516,[1.89725977],[0.99810219]
1.8894968032836914,0.9940101504325867,[1.8894968],[0.99401015]
1.8817912340164185,0.9900289177894592,[1.88179123],[0.99002892]
1.8740003108978271,0.9859402477741241,[1.87400031],[0.98594025]
1.8663217425346375,0.9819100797176361,[1.86632174],[0.98191008]
1.8586967587471008,0.9778880774974823,[1.85869676],[0.97788808]
1.851096749305725,0.9738776087760925,[1.85109675],[0.97387761]
1.843486249446869,0.9699764847755432,[1.84348625],[0.96997648]
1.8359068036079407,0.9659792482852936,[1.8359068],[0.96597925]
1.8283903002738953,0.9620208740234375,[1.8283903],[0.96202087]
1.8209090828895569,0.9580901265144348,[1.82090908],[0.95809013]
1.8135235905647278,0.9541913270950317,[1.81352359],[0.95419133]
1.806048572063446,0.9502419233322144,[1.80604857],[0.95024192]
1.7986494898796082,0.9463332891464233,[1.79864949],[0.94633329]
1.7913032174110413,0.9424750506877899,[1.79130322],[0.94247505]
1.7839776277542114,0.938616931438446,[1.78397763],[0.93861693]
1.776594340801239,0.9348257780075073,[1.77659434],[0.93482578]
1.7693198323249817,0.9309898316860199,[1.76931983],[0.93098983]
1.762079894542694,0.927173376083374,[1.76207989],[0.92717338]
1.754887580871582,0.9233663380146027,[1.75488758],[0.92336634]
1.7478212118148804,0.9195536077022552,[1.74782121],[0.91955361]
1.7406365275382996,0.9157788455486298,[1.74063653],[0.91577885]
1.733518898487091,0.9120209217071533,[1.7335189],[0.91202092]
1.7264326214790344,0.9082773327827454,[1.72643262],[0.90827733]
1.7193679213523865,0.9046611487865448,[1.71936792],[0.90466115]
1.7122718691825867,0.9009180665016174,[1.71227187],[0.90091807]
1.7052656412124634,0.8972232937812805,[1.70526564],[0.89722329]
1.6982994675636292,0.8935659229755402,[1.69829947],[0.89356592]
1.691365659236908,0.889915943145752,[1.69136566],[0.88991594]
1.684562861919403,0.886333554983139,[1.68456286],[0.88633355]
1.6776165962219238,0.8826881647109985,[1.6776166],[0.88268816]
1.6707531213760376,0.8790644705295563,[1.67075312],[0.87906447]
1.6639156341552734,0.875469833612442,[1.66391563],[0.87546983]
1.6571539044380188,0.8719104826450348,[1.6571539],[0.87191048]
1.6503610610961914,0.8683151304721832,[1.65036106],[0.86831513]
1.643607258796692,0.8647691309452057,[1.64360726],[0.86476913]
1.636893630027771,0.8612255752086639,[1.63689363],[0.86122558]
1.6303101778030396,0.8577836751937866,[1.63031018],[0.85778368]
1.6235366463661194,0.8542088568210602,[1.62353665],[0.85420886]
1.6168803572654724,0.8506992161273956,[1.61688036],[0.85069922]
1.6102755069732666,0.8472211360931396,[1.61027551],[0.84722114]
1.603691279888153,0.8437492847442627,[1.60369128],[0.84374928]
1.5971579551696777,0.8403353691101074,[1.59715796],[0.84033537]
1.5906243920326233,0.836900144815445,[1.59062439],[0.83690014]
1.5841279029846191,0.8334941565990448,[1.5841279],[0.83349416]
1.5776628255844116,0.8300836384296417,[1.57766283],[0.83008364]
1.5712595582008362,0.8267433047294617,[1.57125956],[0.8267433]
1.5647794604301453,0.8233266472816467,[1.56477946],[0.82332665]
1.5583849549293518,0.8199518620967865,[1.55838495],[0.81995186]
1.5520196557044983,0.8165920376777649,[1.55201966],[0.81659204]
1.5457912683486938,0.8132406771183014,[1.54579127],[0.81324068]
1.539431393146515,0.8098919689655304,[1.53943139],[0.80989197]
1.533135712146759,0.8065646290779114,[1.53313571],[0.80656463]
1.5268734693527222,0.8032758831977844,[1.52687347],[0.80327588]
1.5206518173217773,0.799994945526123,[1.52065182],[0.79999495]
1.5143581628799438,0.7967805564403534,[1.51435816],[0.79678056]
1.508162796497345,0.793506383895874,[1.5081628],[0.79350638]
1.502001404762268,0.7902608513832092,[1.5020014],[0.79026085]
1.4958633184432983,0.7870230972766876,[1.49586332],[0.7870231]
1.4897157549858093,0.7838963270187378,[1.48971575],[0.78389633]
1.4835870265960693,0.7806602716445923,[1.48358703],[0.78066027]
1.4775786399841309,0.7774895131587982,[1.47757864],[0.77748951]
1.471528947353363,0.774304211139679,[1.47152895],[0.77430421]
1.465516746044159,0.7711239457130432,[1.46551675],[0.77112395]
1.459559440612793,0.7679977118968964,[1.45955944],[0.76799771]
1.453575611114502,0.7648341059684753,[1.45357561],[0.76483411]
1.4476280212402344,0.7616997957229614,[1.44762802],[0.7616998]
1.4417168498039246,0.7585839629173279,[1.44171685],[0.75858396]
1.4359301924705505,0.7554657757282257,[1.43593019],[0.75546578]
1.4300495386123657,0.7523626685142517,[1.43004954],[0.75236267]
1.4242159724235535,0.7493797540664673,[1.42421597],[0.74937975]
1.4183023571968079,0.7462822198867798,[1.41830236],[0.74628222]
1.4125575423240662,0.7432320415973663,[1.41255754],[0.74323204]
1.4067297577857971,0.7401497960090637,[1.40672976],[0.7401498]
1.400976538658142,0.7371185123920441,[1.40097654],[0.73711851]
1.3952587842941284,0.7341108024120331,[1.39525878],[0.7341108]
1.389567255973816,0.7310905754566193,[1.38956726],[0.73109058]
1.3839813470840454,0.7281414568424225,[1.38398135],[0.72814146]
1.3782640099525452,0.7251211106777191,[1.37826401],[0.72512111]
1.3726264834403992,0.7221518158912659,[1.37262648],[0.72215182]
1.3670241832733154,0.7192046940326691,[1.36702418],[0.71920469]
1.3614243865013123,0.716352790594101,[1.36142439],[0.71635279]
1.355787217617035,0.7133854925632477,[1.35578722],[0.71338549]
1.3502432703971863,0.7104530036449432,[1.35024327],[0.710453]
1.3447781205177307,0.7075651288032532,[1.34477812],[0.70756513]
1.3392504453659058,0.7046406269073486,[1.33925045],[0.70464063]
1.3338937163352966,0.7017433345317841,[1.33389372],[0.70174333]
1.328403651714325,0.698839470744133,[1.32840365],[0.69883947]
1.322979211807251,0.6959739625453949,[1.32297921],[0.69597396]
1.3175772428512573,0.6931126266717911,[1.31757724],[0.69311263]
1.3122255206108093,0.690326914191246,[1.31222552],[0.69032691]
1.30669766664505,0.6875701546669006,[1.30669767],[0.68757015]
1.301282286643982,0.684712365269661,[1.30128229],[0.68471237]
1.295954704284668,0.681904673576355,[1.2959547],[0.68190467]
1.2906618118286133,0.679108127951622,[1.29066181],[0.67910813]
1.2854332327842712,0.676369920372963,[1.28543323],[0.67636992]
1.280141532421112,0.6735791116952896,[1.28014153],[0.67357911]
1.2749369740486145,0.6708882302045822,[1.27493697],[0.67088823]
1.269614577293396,0.6681489795446396,[1.26961458],[0.66814898]
1.2644147276878357,0.6654167473316193,[1.26441473],[0.66541675]
1.2591636776924133,0.6627584546804428,[1.25916368],[0.66275845]
1.2539993524551392,0.6600369513034821,[1.25399935],[0.66003695]
1.2488764524459839,0.6573341935873032,[1.24887645],[0.65733419]
1.2437735199928284,0.6546491384506226,[1.24377352],[0.65464914]
1.2387238144874573,0.652093693614006,[1.23872381],[0.65209369]
1.233532726764679,0.6494883894920349,[1.23353273],[0.64948839]
1.2284422516822815,0.6468071043491364,[1.22844225],[0.6468071]
1.2234236001968384,0.6441536843776703,[1.2234236],[0.64415368]
1.2184367775917053,0.6415057182312012,[1.21843678],[0.64150572]
1.2135817408561707,0.6388715952634811,[1.21358174],[0.6388716]
1.2085716724395752,0.6362143605947495,[1.20857167],[0.63621436]
1.203630805015564,0.6336168646812439,[1.20363081],[0.63361686]
1.198716163635254,0.631022110581398,[1.19871616],[0.63102211]
1.1938177347183228,0.6284321695566177,[1.19381773],[0.62843217]
1.188899040222168,0.6259564459323883,[1.18889904],[0.62595645]
1.1840088963508606,0.6233776211738586,[1.1840089],[0.62337762]
1.1791653633117676,0.6208299696445465,[1.17916536],[0.62082997]
1.174416959285736,0.6183501183986664,[1.17441696],[0.61835012]
1.1695775985717773,0.6159133613109589,[1.1695776],[0.61591336]
1.1646919250488281,0.6133377850055695,[1.16469193],[0.61333779]
1.159936249256134,0.610828623175621,[1.15993625],[0.61082862]
1.155194640159607,0.6083290725946426,[1.15519464],[0.60832907]
1.150474190711975,0.6058383136987686,[1.15047419],[0.60583831]
1.1457529067993164,0.6034490466117859,[1.14575291],[0.60344905]
1.1410398483276367,0.600967675447464,[1.14103985],[0.60096768]
1.1363600492477417,0.5985158383846283,[1.13636005],[0.59851584]
1.131716787815094,0.5960782617330551,[1.13171679],[0.59607826]
1.1271607875823975,0.593683123588562,[1.12716079],[0.59368312]
1.1225064992904663,0.591200053691864,[1.1225065],[0.59120005]
1.117914080619812,0.5887821316719055,[1.11791408],[0.58878213]
1.1133474111557007,0.5863723903894424,[1.11334741],[0.58637239]
1.108788251876831,0.5839826762676239,[1.10878825],[0.58398268]
1.1042293906211853,0.5816757380962372,[1.10422939],[0.58167574]
1.099687933921814,0.5792761147022247,[1.09968793],[0.57927611]
1.0951941013336182,0.5769109576940536,[1.0951941],[0.57691096]
1.0907180905342102,0.5745537132024765,[1.09071809],[0.57455371]
1.0862666368484497,0.5722013711929321,[1.08626664],[0.57220137]
1.0819568634033203,0.5699138343334198,[1.08195686],[0.56991383]
1.0774793028831482,0.567544162273407,[1.0774793],[0.56754416]
1.073068380355835,0.5652264505624771,[1.07306838],[0.56522645]
1.0686864852905273,0.5629184395074844,[1.06868649],[0.56291844]
1.0643900632858276,0.5606699138879776,[1.06439006],[0.56066991]
1.0599884986877441,0.5583457052707672,[1.0599885],[0.55834571]
1.055653989315033,0.5560518056154251,[1.05565399],[0.55605181]
1.0513421893119812,0.5537786781787872,[1.05134219],[0.55377868]
1.0470464825630188,0.5515094548463821,[1.04704648],[0.55150945]
1.0428533554077148,0.5492314100265503,[1.04285336],[0.54923141]
1.0385949611663818,0.5469755679368973,[1.03859496],[0.54697557]
1.034357488155365,0.5447319447994232,[1.03435749],[0.54473194]
1.030138373374939,0.54250767827034,[1.03013837],[0.54250768]
1.0259202718734741,0.540395125746727,[1.02592027],[0.54039513]
1.0216565430164337,0.5381523668766022,[1.02165654],[0.53815237]
1.017576277256012,0.5359207838773727,[1.01757628],[0.53592078]
1.0134018063545227,0.5337122976779938,[1.01340181],[0.5337123]
1.009258210659027,0.5315179824829102,[1.00925821],[0.53151798]
1.0051698088645935,0.5293800234794617,[1.00516981],[0.52938002]
1.0010517239570618,0.5272050946950912,[1.00105172],[0.52720509]
0.9969669878482819,0.5250444859266281,[0.99696699],[0.52504449]
0.9929057061672211,0.5228935331106186,[0.99290571],[0.52289353]
0.9888541102409363,0.520839124917984,[0.98885411],[0.52083912]
0.9847158491611481,0.518656313419342,[0.98471585],[0.51865631]
0.9806886911392212,0.5165272206068039,[0.98068869],[0.51652722]
0.9766834378242493,0.5144050866365433,[0.97668344],[0.51440509]
0.972692608833313,0.5122991055250168,[0.97269261],[0.51229911]
0.9688309729099274,0.5101936757564545,[0.96883097],[0.51019368]
0.9648369550704956,0.5080820173025131,[0.96483696],[0.50808202]
0.9608927667140961,0.5059962719678879,[0.96089277],[0.50599627]
0.9569692611694336,0.5039213001728058,[0.95696926],[0.5039213]
0.9530592858791351,0.5018650740385056,[0.95305929],[0.50186507]
0.9492710530757904,0.4997815191745758,[0.94927105],[0.49978152]
0.9453745782375336,0.49771854281425476,[0.94537458],[0.49771854]
0.9415127336978912,0.4956819415092468,[0.94151273],[0.49568194]
0.937671422958374,0.49365806579589844,[0.93767142],[0.49365807]
0.9338278770446777,0.4917318969964981,[0.93382788],[0.4917319]
0.9299412071704865,0.48967552185058594,[0.92994121],[0.48967552]
0.9261400699615479,0.48767176270484924,[0.92614007],[0.48767176]
0.9223629534244537,0.48568201065063477,[0.92236295],[0.48568201]
0.9185992181301117,0.4836989790201187,[0.91859922],[0.48369898]
0.914935976266861,0.48178891837596893,[0.91493598],[0.48178892]
0.9111076295375824,0.4797643721103668,[0.91110763],[0.47976437]
0.9073783755302429,0.47778037190437317,[0.90737838],[0.47778037]
0.9036793112754822,0.47582121193408966,[0.90367931],[0.47582121]
0.8999893963336945,0.47386907041072845,[0.8999894],[0.47386907]
0.8964096307754517,0.4718917906284332,[0.89640963],[0.47189179]
0.8927275240421295,0.46995291113853455,[0.89272752],[0.46995291]
0.8890829086303711,0.46802346408367157,[0.88908291],[0.46802346]
0.8854467272758484,0.46610699594020844,[0.88544673],[0.466107]
0.8818270266056061,0.46420489251613617,[0.88182703],[0.46420489]
0.8783659934997559,0.4623014032840729,[0.87836599],[0.4623014]
0.8747348189353943,0.460379034280777,[0.87473482],[0.46037903]
0.8711555004119873,0.4584963768720627,[0.8711555],[0.45849638]
0.8675390779972076,0.45667657256126404,[0.86753908],[0.45667657]
0.86397385597229,0.4547965079545975,[0.86397386],[0.45479651]
0.860504537820816,0.45297953486442566,[0.86050454],[0.45297953]
0.8569525182247162,0.45110219717025757,[0.85695252],[0.4511022]
0.8534533083438873,0.44925425201654434,[0.85345331],[0.44925425]
0.8499705791473389,0.4474208131432533,[0.84997058],[0.44742081]
0.8465079665184021,0.44559527188539505,[0.84650797],[0.44559527]
0.8430492877960205,0.44377194344997406,[0.84304929],[0.44377194]
0.839655727148056,0.4419524297118187,[0.83965573],[0.44195243]
0.8362036347389221,0.4401311054825783,[0.83620363],[0.44013111]
0.8327915370464325,0.4383283704519272,[0.83279154],[0.43832837]
0.8293870389461517,0.43653182685375214,[0.82938704],[0.43653183]
0.8260093033313751,0.4347536712884903,[0.8260093],[0.43475367]
0.8226775527000427,0.4329827055335045,[0.82267755],[0.43298271]
0.81928950548172,0.43119441717863083,[0.81928951],[0.43119442]
0.815952867269516,0.4294276684522629,[0.81595287],[0.42942767]
0.8126198351383209,0.4276713505387306,[0.81261984],[0.42767135]
0.8093005120754242,0.4259251356124878,[0.80930051],[0.42592514]
0.8060904741287231,0.4241582304239273,[0.80609047],[0.42415823]
0.8027930557727814,0.42242105305194855,[0.80279306],[0.42242105]
0.7995080351829529,0.4206967353820801,[0.79950804],[0.42069674]
0.7962561547756195,0.4189711958169937,[0.79625615],[0.4189712]
0.7930115759372711,0.41726337373256683,[0.79301158],[0.41726337]
0.7898200154304504,0.41558774560689926,[0.78982002],[0.41558775]
0.7865606546401978,0.41386766731739044,[0.78656065],[0.41386767]
0.7832688093185425,0.41225824505090714,[0.78326881],[0.41225825]
0.7800412774085999,0.410536989569664,[0.78004128],[0.41053699]
0.7768529653549194,0.4088553637266159,[0.77685297],[0.40885536]
0.773714542388916,0.4072388634085655,[0.77371454],[0.40723886]
0.77044278383255,0.40557754039764404,[0.77044278],[0.40557754]
0.7672907710075378,0.403912290930748,[0.76729077],[0.40391229]
0.7641555666923523,0.4022643640637398,[0.76415557],[0.40226436]
0.7610413730144501,0.40061886608600616,[0.76104137],[0.40061887]
0.7580624520778656,0.39898690581321716,[0.75806245],[0.39898691]
0.7550124228000641,0.39729155600070953,[0.75501242],[0.39729156]
0.7519083023071289,0.3956536054611206,[0.7519083],[0.39565361]
0.7488371431827545,0.3940374106168747,[0.74883714],[0.39403741]
0.7457811236381531,0.3924304097890854,[0.74578112],[0.39243041]
0.7427505254745483,0.39093437045812607,[0.74275053],[0.39093437]
0.7396222651004791,0.3893006294965744,[0.73962227],[0.38930063]
0.7365876734256744,0.387706033885479,[0.73658767],[0.38770603]
0.7335812151432037,0.38612018525600433,[0.73358122],[0.38612019]
0.730592280626297,0.3845421373844147,[0.73059228],[0.38454214]
0.7277217507362366,0.3829495757818222,[0.72772175],[0.38294958]
0.724727213382721,0.38137029856443405,[0.72472721],[0.3813703]
0.7217625081539154,0.37980762869119644,[0.72176251],[0.37980763]
0.718824714422226,0.3782562166452408,[0.71882471],[0.37825622]
0.7158941626548767,0.3767112269997597,[0.71589416],[0.37671123]
0.7130403220653534,0.3752352297306061,[0.71304032],[0.37523523]
0.7101703584194183,0.3736465871334076,[0.71017036],[0.37364659]
0.7072536647319794,0.3721107989549637,[0.70725366],[0.3721108]
0.7043649554252625,0.3705866411328316,[0.70436496],[0.37058664]
0.7014923691749573,0.3690597638487816,[0.70149237],[0.36905976]
0.6986203193664551,0.36765924096107483,[0.69862032],[0.36765924]
0.695789247751236,0.36609356105327606,[0.69578925],[0.36609356]
0.6929256021976471,0.3645830303430557,[0.6929256],[0.36458303]
0.6900995671749115,0.3630884066224098,[0.69009957],[0.36308841]
0.6872871220111847,0.3616006225347519,[0.68728712],[0.36160062]
0.6844834983348846,0.36011333763599396,[0.6844835],[0.36011334]
0.6817826628684998,0.35870499163866043,[0.68178266],[0.35870499]
0.6788747906684875,0.3571814075112343,[0.67887479],[0.35718141]
0.6760976314544678,0.3557083383202553,[0.67609763],[0.35570834]
0.6733380556106567,0.3542492911219597,[0.67333806],[0.35424929]
0.6705964207649231,0.352800652384758,[0.67059642],[0.35280065]
0.667968362569809,0.35134898871183395,[0.66796836],[0.35134899]
0.6652240455150604,0.3499011918902397,[0.66522405],[0.34990119]
0.6624232530593872,0.34853395819664,[0.66242325],[0.34853396]
0.6596978902816772,0.34710145741701126,[0.65969789],[0.34710146]
0.6570079028606415,0.3456742987036705,[0.6570079],[0.3456743]
0.654274195432663,0.34434909373521805,[0.6542742],[0.34434909]
0.6515585482120514,0.34291374683380127,[0.65155855],[0.34291375]
0.6488957703113556,0.34150779992341995,[0.64889577],[0.3415078]
0.6461763083934784,0.34017808735370636,[0.64617631],[0.34017809]
0.6435138881206512,0.3387680798768997,[0.64351389],[0.33876808]
0.6409929394721985,0.3373657986521721,[0.64099294],[0.3373658]
0.6383426785469055,0.33597133308649063,[0.63834268],[0.33597133]
0.6357372403144836,0.3345939368009567,[0.63573724],[0.33459394]
0.6331475973129272,0.3332231938838959,[0.6331476],[0.33322319]
