
Delta_time,Distance
0.0032299339999894983,10.958324015140533
0.0060829469999816865,11.373677492141724
0.008705958000007286,12.652260154485703
0.01129373899999564,12.652290493249893
0.014300090000006094,12.652302950620651
0.017829902000016773,12.65235385298729
0.020122834000005696,12.652382254600525
0.022377603999984785,12.652387142181396
0.027262591999999586,12.635615289211273
0.029601107000019056,12.64084044098854
0.031792155000005096,12.642935425043106
0.03663904600000478,12.584070652723312
0.03906994300001543,12.576724171638489
0.04146272799999906,12.57117885351181
0.046303303999991385,12.489280611276627
0.04858151100000896,12.456174284219742
0.05112571099999741,12.435959130525589
0.05602331799997273,12.350459277629852
0.05887645100000327,12.30365189909935
0.061960632000023,12.279243171215057
0.06650983899999119,12.194587022066116
0.07087148599998727,12.147669047117233
0.0751912910000101,12.123507410287857
0.08052790400000731,12.039096683263779
0.08298210499998504,11.992117911577225
0.08563162000001512,11.968327969312668
0.09105007400000886,11.885074943304062
0.09401720799996838,11.838569462299347
0.09755438600001298,11.815303534269333
0.103085238999995,11.733289510011673
0.10673839100002169,11.68714091181755
0.11070096899999271,11.664418160915375
0.11820282499996893,11.583241701126099
0.12110492699997621,11.537291139364243
0.12364187700001139,11.515168011188507
0.12799538299998403,11.435247093439102
0.1307371460000013,11.389547377824783
0.1335298299999863,11.36798831820488
0.13830058600001394,11.288902968168259
0.14113265999998248,11.243788301944733
0.1440664300000094,11.222624868154526
0.14844361500001924,11.144658982753754
0.15109091699997634,11.099802374839783
0.15373261999997112,11.079140216112137
0.15812557300000663,11.002112329006195
0.16089509199997565,10.95802590250969
0.16346330900000794,10.937750607728958
0.1675637540000139,10.862231642007828
0.16996060399998214,10.81850841641426
0.1727011300000072,10.798663526773453
0.17707895899997084,10.723767429590225
0.1796555209999724,10.68082308769226
0.18344649900001286,10.66139531135559
0.1890319010000212,10.587587386369705
0.19153102100000297,10.544979333877563
0.19411211099998127,10.525790184736252
0.1982273360000022,10.453198611736298
0.20072707899998932,10.411433517932892
0.20418727599997055,10.392651170492172
0.2096469879999745,10.320545077323914
0.21224544400001832,10.279040187597275
0.21503581299998586,10.260580986738205
0.21938004700001557,10.189681261777878
0.22177118000001883,10.148872256278992
0.22425614299999097,10.130708068609238
0.2290913049999972,10.06080737709999
0.2323869510000236,10.020504772663116
0.23507275700001173,10.002615123987198
0.24021173300002374,9.933932274580002
0.24415320399998564,9.894202098250389
0.2490077780000206,9.876688823103905
0.2549496219999696,9.808276399970055
0.2593310620000011,9.769122689962387
0.263944921000018,9.751791059970856
0.2693183279999971,9.684592604637146
0.27219276300002093,9.646036624908447
0.27552430499997627,9.629048645496368
0.28055678300000864,9.562708556652069
0.28458494199998086,9.52457708120346
0.2881715500000155,9.507856547832489
0.29360843000000614,9.442945301532745
0.2961035349999861,9.405326545238495
0.2988104949999979,9.38883438706398
0.3029361979999976,9.324005454778671
0.3055505379999772,9.286984920501709
0.30824466699999675,9.270726829767227
0.31358906799999886,9.207047671079636
0.31776309800000035,9.170585438609123
0.3216751799999997,9.154666736721992
0.3273994479999942,9.091839835047722
0.3314299279999773,9.055636569857597
0.3355104770000139,9.039849326014519
0.3406544019999842,8.977843061089516
0.343368608999981,8.942205026745796
0.3460246249999841,8.926650896668434
0.35033875099998113,8.865512505173683
0.35276103299997885,8.830446511507034
0.35540974100001677,8.815019398927689
0.3597217070000056,8.754426747560501
0.36209975499997427,8.719700872898102
0.3646916299999816,8.704554855823517
0.3701658239999688,8.644993841648102
0.3747301999999877,8.610674604773521
0.37739185200001657,8.595691189169884
0.38222373999997217,8.536722049117088
0.38459211999997933,8.503082647919655
0.3872542249999924,8.488311126828194
0.39207595900001024,8.430385515093803
0.39471557399997437,8.397023543715477
