
X-1,Y-1,Theta-1,X-2,Y-2,Theta-2,X-3,Y-3,Theta-3,X-4,Y-4,Theta-4,X-5,Y-5,Theta-5,X-6,Y-6,Theta-6
1.049991250038147,-1.494249939918518,0.39002391513217194,1.7355424165725708,0.5114421248435974,1.8297367586631315,0.22127489745616913,1.6410272121429443,0.21684284582150362,-0.9038198590278625,1.4911549091339111,-1.3539321792715884,-0.8538586497306824,-1.7340281009674072,2.1367226484456237,-2.0038228034973145,-0.03402257338166237,1.3512974324122402
1.0480152368545532,-1.49905264377594,0.47255589862351477,1.7355424165725708,0.5114421248435974,1.8297367586631315,0.21543589234352112,1.6429011821746826,0.1477002442654967,-0.9038198590278625,1.4911549091339111,-1.3539321792715884,-0.8563554883003235,-1.7309534549713135,2.1275884463219215,-2.005479574203491,-0.03260820731520653,1.2999215234523394
1.0457886457443237,-1.5065886974334717,0.5816308816949494,1.7355424165725708,0.5114421248435974,1.8297367586631315,0.20641422271728516,1.6460895538330078,0.06164484580522407,-0.9038198590278625,1.4911549091339111,-1.3539321792715884,-0.8637765645980835,-1.7237554788589478,2.0672787062966442,-2.0083694458007812,-0.025763537734746933,1.2006208877739222
1.0459988117218018,-1.5133682489395142,0.6942329931607678,1.7484118938446045,0.5180225968360901,2.138838749497818,0.20641422271728516,1.6460895538330078,0.06164484580522407,-0.8963912725448608,1.4559019804000854,-1.3263330669395947,-0.873937726020813,-1.713666319847107,1.9732899916624775,-2.0101184844970703,-0.016864502802491188,1.0964519549621363
1.0459988117218018,-1.5133682489395142,0.6942329931607678,1.7525980472564697,0.5217183232307434,2.250072041305793,0.20641422271728516,1.6460895538330078,0.06164484580522407,-0.8929373025894165,1.4374412298202515,-1.2990567753771392,-0.873937726020813,-1.713666319847107,1.9732899916624775,-2.0101850032806396,-0.0064172083511948586,0.9927902296246159
1.0537371635437012,-1.521407127380371,0.9200688840980584,1.7525980472564697,0.5217183232307434,2.250072041305793,0.20641422271728516,1.6460895538330078,0.06164484580522407,-0.8890084028244019,1.419418454170227,-1.274546548965752,-0.873937726020813,-1.713666319847107,1.9732899916624775,-2.0078115463256836,0.0055242180824279785,0.8927825804229359
1.0593293905258179,-1.5232481956481934,1.0339723114870265,1.7525980472564697,0.5217183232307434,2.250072041305793,0.18744054436683655,1.6664355993270874,-0.30562814969709284,-0.8845461010932922,1.401542067527771,-1.2522877336419969,-0.8988850712776184,-1.6725937128067017,1.7158594902755058,-2.003004789352417,0.01832958683371544,0.7994846987174306
1.0667595863342285,-1.5211174488067627,1.1491374703773587,1.7525980472564697,0.5217183232307434,2.250072041305793,0.18455109000205994,1.6724687814712524,-0.39850220474282233,-0.8845461010932922,1.401542067527771,-1.2522877336419969,-0.9047239422798157,-1.6570667028427124,1.6328979452029118,-1.9955909252166748,0.031328484416007996,0.7137821829562984
1.0751492977142334,-1.514677882194519,1.2579658830857465,1.7525980472564697,0.5217183232307434,2.250072041305793,0.1859939694404602,1.6768171787261963,-0.4909241974668635,-0.8845461010932922,1.401542067527771,-1.2522877336419969,-0.9087867736816406,-1.63863205909729,1.5669151337158929,-1.9855749607086182,0.04457186907529831,0.6337454887384082
1.0751492977142334,-1.514677882194519,1.2579658830857465,1.7324705123901367,0.5675113797187805,2.7751394756067094,0.1859939694404602,1.6768171787261963,-0.4909241974668635,-0.8687962293624878,1.3495748043060303,-1.196758238560189,-0.9109018445014954,-1.6188312768936157,1.5136803033879784,-1.9734042882919312,0.05744268372654915,0.5614676891616018
1.0751492977142334,-1.514677882194519,1.2579658830857465,1.7248684167861938,0.5754878520965576,2.8788875524583664,0.1859939694404602,1.6768171787261963,-0.4909241974668635,-0.8629902601242065,1.3325855731964111,-1.1779906049305384,-0.9109018445014954,-1.6188312768936157,1.5136803033879784,-1.9593702554702759,0.06958688795566559,0.49669132192137294
1.0751492977142334,-1.514677882194519,1.2579658830857465,1.7126648426055908,0.5834974646568298,2.9758474216988096,0.1859939694404602,1.6768171787261963,-0.4909241974668635,-0.8568960428237915,1.3162875175476074,-1.1642246910801852,-0.9112095832824707,-1.577431082725525,1.4257021119239726,-1.9437507390975952,0.08079805970191956,0.43846543182707204
1.1002726554870605,-1.4656898975372314,1.6540680098473288,1.7126648426055908,0.5834974646568298,2.9758474216988096,0.21322639286518097,1.6780807971954346,-0.8535743893727683,-0.8568960428237915,1.3162875175476074,-1.1642246910801852,-0.9099003076553345,-1.5566635131835938,1.3842820828594191,-1.9270293712615967,0.09104009717702866,0.386722716884186
1.103366494178772,-1.4512407779693604,1.7519720874520945,1.7126648426055908,0.5834974646568298,2.9758474216988096,0.22014868259429932,1.6765823364257812,-0.942550368934671,-0.8568960428237915,1.3162875175476074,-1.1642246910801852,-0.9099003076553345,-1.5566635131835938,1.3842820828594191,-1.9093551635742188,0.10032284259796143,0.34120003236666974
1.1038000583648682,-1.4333407878875732,1.835608011716817,1.7126648426055908,0.5834974646568298,2.9758474216988096,0.22881543636322021,1.6714452505111694,-1.0269782426224525,-0.8568960428237915,1.3162875175476074,-1.1642246910801852,-0.9099003076553345,-1.5566635131835938,1.3842820828594191,-1.8907406330108643,0.10871906578540802,0.3005281752070252
