X-1,Y-1,Theta-1,X-2,Y-2,Theta-2,X-3,Y-3,Theta-3,X-4,Y-4,Theta-4,X-5,Y-5,Theta-5,X-6,Y-6,Theta-6
1.04999125003815,-1.49424993991852,0.390023915132172,1.73554241657257,0.511442124843597,1.82973675866313,0.221274897456169,1.64102721214294,0.216842845821504,-0.903819859027862,1.49115490913391,-1.35393217927159,-0.853858649730682,-1.73402810096741,2.13672264844562,-2.00382280349731,-0.034022573381662,1.35129743241224
1.04801523685455,-1.49905264377594,0.472555898623515,1.73554241657257,0.511442124843597,1.82973675866313,0.215435892343521,1.64290118217468,0.147700244265497,-0.903819859027862,1.49115490913391,-1.35393217927159,-0.856355488300324,-1.73095345497131,2.12758844632192,-2.00547957420349,-0.032608207315207,1.29992152345234
1.04578864574432,-1.50658869743347,0.581630881694949,1.73554241657257,0.511442124843597,1.82973675866313,0.206414222717285,1.64608955383301,0.061644845805224,-0.903819859027862,1.49115490913391,-1.35393217927159,-0.863776564598084,-1.72375547885895,2.06727870629664,-2.00836944580078,-0.025763537734747,1.20062088777392
1.0459988117218,-1.51336824893951,0.694232993160768,1.7484118938446,0.51802259683609,2.13883874949782,0.206414222717285,1.64608955383301,0.061644845805224,-0.896391272544861,1.45590198040009,-1.32633306693959,-0.873937726020813,-1.71366631984711,1.97328999166248,-2.01011848449707,-0.016864502802491,1.09645195496214
1.0459988117218,-1.51336824893951,0.694232993160768,1.75259804725647,0.521718323230743,2.25007204130579,0.206414222717285,1.64608955383301,0.061644845805224,-0.892937302589417,1.43744122982025,-1.29905677537714,-0.873937726020813,-1.71366631984711,1.97328999166248,-2.01018500328064,-0.006417208351195,0.992790229624616
1.0537371635437,-1.52140712738037,0.920068884098058,1.75259804725647,0.521718323230743,2.25007204130579,0.206414222717285,1.64608955383301,0.061644845805224,-0.889008402824402,1.41941845417023,-1.27454654896575,-0.873937726020813,-1.71366631984711,1.97328999166248,-2.00781154632568,0.005524218082428,0.892782580422936
1.05932939052582,-1.52324819564819,1.03397231148703,1.75259804725647,0.521718323230743,2.25007204130579,0.187440544366837,1.66643559932709,-0.305628149697093,-0.884546101093292,1.40154206752777,-1.252287733642,-0.898885071277618,-1.6725937128067,1.71585949027551,-2.00300478935242,0.018329586833716,0.799484698717431
1.06675958633423,-1.52111744880676,1.14913747037736,1.75259804725647,0.521718323230743,2.25007204130579,0.18455109000206,1.67246878147125,-0.398502204742822,-0.884546101093292,1.40154206752777,-1.252287733642,-0.904723942279816,-1.65706670284271,1.63289794520291,-1.99559092521667,0.031328484416008,0.713782182956298
1.07514929771423,-1.51467788219452,1.25796588308575,1.75259804725647,0.521718323230743,2.25007204130579,0.18599396944046,1.6768171787262,-0.490924197466863,-0.884546101093292,1.40154206752777,-1.252287733642,-0.908786773681641,-1.63863205909729,1.56691513371589,-1.98557496070862,0.044571869075298,0.633745488738408
1.07514929771423,-1.51467788219452,1.25796588308575,1.73247051239014,0.567511379718781,2.77513947560671,0.18599396944046,1.6768171787262,-0.490924197466863,-0.868796229362488,1.34957480430603,-1.19675823856019,-0.910901844501495,-1.61883127689362,1.51368030338798,-1.97340428829193,0.057442683726549,0.561467689161602
